sales_date,CustomerID,gross_sales,returns,net_sales
2011-08-25,13320,472.54,0.00,472.54
2011-08-25,13408,601.88,0.00,601.88
2011-08-25,13517,510.32,0.00,510.32
2011-08-25,13634,158.36,0.00,158.36
2011-08-25,13854,322.32,0.00,322.32
2011-08-25,13928,121.25,0.00,121.25
2011-08-25,13971,331.26,0.00,331.26
2011-08-25,14050,485.98,0.00,485.98
2011-08-25,14055,725.64,0.00,725.64
2011-08-25,14111,153.00,0.00,153.00
2011-08-25,14180,134.75,0.00,134.75
2011-08-25,14188,0.00,-2.50,-2.50
2011-08-25,14194,630.68,0.00,630.68
2011-08-25,14196,335.52,0.00,335.52
2011-08-25,14314,120.00,0.00,120.00
2011-08-25,14687,628.38,0.00,628.38
2011-08-25,14732,0.00,-9.90,-9.90
2011-08-25,15129,306.00,0.00,306.00
2011-08-25,15189,356.64,0.00,356.64
2011-08-25,15251,248.60,0.00,248.60
2011-08-25,15263,156.51,0.00,156.51
2011-08-25,15290,341.10,0.00,341.10
2011-08-25,15315,0.00,-18.96,-18.96
2011-08-25,15513,222.96,0.00,222.96
2011-08-25,15550,154.24,0.00,154.24
2011-08-25,15663,138.14,0.00,138.14
2011-08-25,15804,0.00,-5.00,-5.00
2011-08-25,15805,570.25,0.00,570.25
2011-08-25,15838,0.00,-11.52,-11.52
2011-08-25,15950,662.56,0.00,662.56
2011-08-25,15955,482.54,0.00,482.54
2011-08-25,16093,17.00,0.00,17.00
2011-08-25,16309,372.37,0.00,372.37
2011-08-25,16429,284.55,0.00,284.55
2011-08-25,16458,184.00,0.00,184.00
2011-08-25,16493,0.00,-17.16,-17.16
2011-08-25,16503,338.54,0.00,338.54
2011-08-25,16589,97.00,0.00,97.00
2011-08-25,16628,496.30,0.00,496.30
2011-08-25,16638,75.36,0.00,75.36
2011-08-25,16670,691.21,0.00,691.21
2011-08-25,16722,295.30,-16.50,278.80
2011-08-25,16779,678.88,0.00,678.88
2011-08-25,16818,129.75,0.00,129.75
2011-08-25,16859,0.00,-220.47,-220.47
2011-08-25,17134,94.50,0.00,94.50
2011-08-25,17189,157.18,0.00,157.18
2011-08-25,17576,80.18,0.00,80.18
2011-08-25,17656,318.92,0.00,318.92
2011-08-25,17676,0.00,-4.41,-4.41
2011-08-25,17705,308.20,0.00,308.20
2011-08-25,17719,303.78,0.00,303.78
2011-08-25,17730,314.70,0.00,314.70
2011-08-25,17841,451.92,-36.82,415.10
2011-08-25,17844,51.56,0.00,51.56
2011-08-25,18075,404.80,0.00,404.80
2011-08-25,18200,163.80,0.00,163.80
2011-08-25,18204,0.00,-14.40,-14.40
2011-08-25,18241,86.10,0.00,86.10
2011-08-26,NULL,1514.80,0.00,1514.80
2011-08-26,12492,126.39,0.00,126.39
2011-08-26,12683,1130.95,0.00,1130.95
2011-08-26,12704,410.55,0.00,410.55
2011-08-26,12948,537.70,0.00,537.70
2011-08-26,13003,60.00,0.00,60.00
2011-08-26,13159,0.00,-58.10,-58.10
2011-08-26,13340,957.24,0.00,957.24
2011-08-26,13408,0.00,-13.16,-13.16
2011-08-26,13489,162.48,0.00,162.48
2011-08-26,13527,336.34,0.00,336.34
2011-08-26,13630,301.92,0.00,301.92
2011-08-26,13644,851.09,0.00,851.09
2011-08-26,13812,278.74,0.00,278.74
2011-08-26,13994,130.99,0.00,130.99
2011-08-26,14135,748.86,0.00,748.86
2011-08-26,14141,285.16,0.00,285.16
2011-08-26,14210,306.19,0.00,306.19
2011-08-26,14606,110.85,-4.95,105.90
2011-08-26,14646,7428.04,0.00,7428.04
2011-08-26,14776,191.10,0.00,191.10
2011-08-26,14837,388.12,0.00,388.12
2011-08-26,14866,940.80,0.00,940.80
2011-08-26,14911,1452.16,0.00,1452.16
2011-08-26,15074,748.87,0.00,748.87
2011-08-26,15078,592.94,0.00,592.94
2011-08-26,15132,352.36,0.00,352.36
2011-08-26,15203,333.44,0.00,333.44
2011-08-26,15356,301.92,0.00,301.92
2011-08-26,15611,15.00,0.00,15.00
2011-08-26,15615,551.03,0.00,551.03
2011-08-26,15641,581.82,0.00,581.82
2011-08-26,15811,478.96,0.00,478.96
2011-08-26,16184,105.00,0.00,105.00
2011-08-26,16556,472.13,0.00,472.13
2011-08-26,16641,231.10,0.00,231.10
2011-08-26,16872,76.32,0.00,76.32
2011-08-26,17146,185.90,0.00,185.90
2011-08-26,17183,329.67,0.00,329.67
2011-08-26,17451,346.01,0.00,346.01
2011-08-26,17920,199.28,0.00,199.28
2011-08-26,17949,432.00,0.00,432.00
2011-08-26,18036,143.74,0.00,143.74
2011-08-26,18167,498.48,0.00,498.48
2011-08-28,12484,1246.49,0.00,1246.49
2011-08-28,13137,292.52,0.00,292.52
2011-08-28,13199,85.92,0.00,85.92
2011-08-28,13301,137.19,0.00,137.19
2011-08-28,13778,178.70,0.00,178.70
2011-08-28,14044,196.93,0.00,196.93
2011-08-28,14472,142.74,0.00,142.74
2011-08-28,14606,125.77,0.00,125.77
2011-08-28,14810,352.23,0.00,352.23
2011-08-28,14869,391.31,0.00,391.31
2011-08-28,15095,332.78,0.00,332.78
2011-08-28,15290,35.40,0.00,35.40
2011-08-28,15312,186.90,0.00,186.90
2011-08-28,15325,162.29,0.00,162.29
2011-08-28,15555,264.73,0.00,264.73
2011-08-28,15569,244.80,0.00,244.80
2011-08-28,15611,385.47,0.00,385.47
2011-08-28,15625,287.85,0.00,287.85
2011-08-28,15669,130.80,0.00,130.80
2011-08-28,15856,627.64,0.00,627.64
2011-08-28,16107,642.42,0.00,642.42
2011-08-28,16168,169.38,0.00,169.38
2011-08-28,16186,365.78,0.00,365.78
2011-08-28,16353,505.80,0.00,505.80
2011-08-28,16456,124.16,0.00,124.16
2011-08-28,16466,233.67,0.00,233.67
2011-08-28,16686,835.95,0.00,835.95
2011-08-28,16768,103.24,-11.75,91.49
2011-08-28,16806,259.93,0.00,259.93
2011-08-28,16816,44.37,0.00,44.37
2011-08-28,16931,174.83,0.00,174.83
2011-08-28,17346,154.02,0.00,154.02
2011-08-28,17633,315.72,0.00,315.72
2011-08-28,17841,526.26,-8.50,517.76
2011-08-28,18041,239.11,0.00,239.11
2011-08-28,18077,301.93,0.00,301.93
2011-08-30,NULL,23032.60,0.00,23032.60
2011-08-30,12708,403.83,0.00,403.83
2011-08-30,12748,74.10,0.00,74.10
2011-08-30,12814,125.92,0.00,125.92
2011-08-30,12931,214.80,0.00,214.80
2011-08-30,13183,211.96,0.00,211.96
2011-08-30,13524,161.16,0.00,161.16
2011-08-30,13709,612.09,0.00,612.09
2011-08-30,13870,812.16,0.00,812.16
2011-08-30,14078,221.46,0.00,221.46
2011-08-30,14096,21.84,-1.60,20.24
2011-08-30,14108,291.33,0.00,291.33
2011-08-30,14507,309.38,0.00,309.38
2011-08-30,14527,0.00,-54.80,-54.80
2011-08-30,14901,165.43,0.00,165.43
2011-08-30,14911,0.00,-132.23,-132.23
2011-08-30,14976,109.70,0.00,109.70
2011-08-30,15769,537.00,0.00,537.00
2011-08-30,15866,230.53,0.00,230.53
2011-08-30,16126,1862.70,0.00,1862.70
2011-08-30,16133,308.47,0.00,308.47
2011-08-30,16928,252.50,0.00,252.50
2011-08-30,17173,0.00,-10.95,-10.95
2011-08-30,17298,390.78,0.00,390.78
2011-08-30,17402,291.24,0.00,291.24
2011-08-30,17416,0.00,-10.08,-10.08
2011-08-30,17675,762.58,0.00,762.58
2011-08-30,17690,462.75,0.00,462.75
2011-08-30,17828,0.00,-15.75,-15.75
2011-08-31,NULL,4839.33,0.00,4839.33
2011-08-31,12381,0.00,-41.35,-41.35
2011-08-31,12423,198.98,0.00,198.98
2011-08-31,12477,4257.06,0.00,4257.06
2011-08-31,12484,140.00,0.00,140.00
2011-08-31,12490,424.06,0.00,424.06
2011-08-31,12560,0.00,-32.62,-32.62
2011-08-31,12621,1179.64,0.00,1179.64
2011-08-31,12678,1475.44,0.00,1475.44
2011-08-31,12682,250.80,0.00,250.80
2011-08-31,12901,0.00,-25.44,-25.44
2011-08-31,12931,0.00,-7460.95,-7460.95
2011-08-31,12948,0.00,-11.25,-11.25
2011-08-31,13050,0.00,-10.85,-10.85
2011-08-31,13078,0.00,-2.28,-2.28
2011-08-31,13089,682.19,0.00,682.19
2011-08-31,13408,0.00,-74.69,-74.69
2011-08-31,13466,0.00,-9.95,-9.95
2011-08-31,13534,0.00,-12.48,-12.48
2011-08-31,13694,0.00,-151.20,-151.20
2011-08-31,13709,0.00,-32.80,-32.80
2011-08-31,13726,292.68,0.00,292.68
2011-08-31,13993,219.00,0.00,219.00
2011-08-31,14057,386.64,0.00,386.64
2011-08-31,14188,0.00,-4.15,-4.15
2011-08-31,14513,138.24,0.00,138.24
2011-08-31,14525,224.64,-21.18,203.46
2011-08-31,14646,0.00,-465.60,-465.60
2011-08-31,14660,128.95,0.00,128.95
2011-08-31,14895,0.00,-22.85,-22.85
2011-08-31,15260,195.15,0.00,195.15
2011-08-31,15491,390.98,0.00,390.98
2011-08-31,15498,0.00,-99.92,-99.92
2011-08-31,15582,237.90,0.00,237.90
2011-08-31,15596,16.90,0.00,16.90
2011-08-31,15625,0.00,-10.15,-10.15
2011-08-31,15690,111.00,0.00,111.00
2011-08-31,15764,0.00,-12.05,-12.05
2011-08-31,15786,0.00,-67.20,-67.20
2011-08-31,15856,511.46,0.00,511.46
2011-08-31,15984,383.40,0.00,383.40
2011-08-31,16083,979.64,0.00,979.64
2011-08-31,16133,0.00,-3.75,-3.75
2011-08-31,16180,1724.80,0.00,1724.80
2011-08-31,16278,566.38,0.00,566.38
2011-08-31,16303,0.00,-54.80,-54.80
2011-08-31,16422,0.00,-57.60,-57.60
2011-08-31,16652,0.00,-68.56,-68.56
2011-08-31,16746,307.42,0.00,307.42
2011-08-31,16780,263.30,0.00,263.30
2011-08-31,16842,397.24,0.00,397.24
2011-08-31,16984,0.00,-66.28,-66.28
2011-08-31,17097,138.40,0.00,138.40
2011-08-31,17299,116.56,0.00,116.56
2011-08-31,17315,237.04,-16.00,221.04
2011-08-31,17320,290.52,0.00,290.52
2011-08-31,17450,0.00,-167.08,-167.08
2011-08-31,17451,0.00,-29.85,-29.85
2011-08-31,17581,0.00,-41.60,-41.60
2011-08-31,17588,537.96,0.00,537.96
2011-08-31,17659,102.48,0.00,102.48
2011-08-31,17675,0.00,-39.80,-39.80
2011-08-31,17677,1600.62,-1.65,1598.97
2011-08-31,17705,0.00,-42.40,-42.40
2011-08-31,17706,275.70,-15.84,259.86
2011-08-31,17725,308.69,0.00,308.69
2011-08-31,17747,0.00,-6.75,-6.75
2011-08-31,17777,194.70,0.00,194.70
2011-08-31,17865,0.00,-38.75,-38.75
2011-08-31,17949,340.00,0.00,340.00
2011-08-31,18097,0.00,-4.95,-4.95
2011-08-31,18198,314.28,0.00,314.28
2011-08-31,18225,0.00,-37.55,-37.55
2011-09-01,12415,2941.72,0.00,2941.72
2011-09-01,12436,509.01,0.00,509.01
2011-09-01,12474,0.00,-17.90,-17.90
2011-09-01,12645,0.00,-19.80,-19.80
2011-09-01,12739,975.54,0.00,975.54
2011-09-01,12828,77.31,0.00,77.31
2011-09-01,12971,231.66,0.00,231.66
2011-09-01,13045,305.28,0.00,305.28
2011-09-01,13069,476.76,0.00,476.76
2011-09-01,13089,4313.84,0.00,4313.84
2011-09-01,13099,207.36,0.00,207.36
2011-09-01,13147,118.80,0.00,118.80
2011-09-01,13276,137.38,0.00,137.38
2011-09-01,13305,75.30,0.00,75.30
2011-09-01,13376,249.76,0.00,249.76
2011-09-01,13408,428.60,0.00,428.60
2011-09-01,13437,149.35,0.00,149.35
2011-09-01,13458,322.98,0.00,322.98
2011-09-01,13470,49.50,0.00,49.50
2011-09-01,13509,40.00,0.00,40.00
2011-09-01,13588,345.10,0.00,345.10
2011-09-01,13629,821.00,0.00,821.00
2011-09-01,13631,52.50,0.00,52.50
2011-09-01,14092,307.62,0.00,307.62
2011-09-01,14217,126.50,0.00,126.50
2011-09-01,14239,149.70,0.00,149.70
2011-09-01,14298,5590.67,0.00,5590.67
2011-09-01,14414,174.06,0.00,174.06
2011-09-01,14420,387.52,0.00,387.52
2011-09-01,14482,227.85,0.00,227.85
2011-09-01,14713,207.73,0.00,207.73
2011-09-01,14735,99.40,0.00,99.40
2011-09-01,14907,676.36,0.00,676.36
2011-09-01,14911,3880.56,0.00,3880.56
2011-09-01,15039,559.72,0.00,559.72
2011-09-01,15189,319.95,0.00,319.95
2011-09-01,15206,183.60,0.00,183.60
2011-09-01,15410,386.74,0.00,386.74
2011-09-01,15719,515.17,0.00,515.17
2011-09-01,15829,310.70,0.00,310.70
2011-09-01,15910,112.75,0.00,112.75
2011-09-01,16011,299.25,0.00,299.25
2011-09-01,16145,318.01,0.00,318.01
2011-09-01,16168,85.92,0.00,85.92
2011-09-01,16187,794.38,0.00,794.38
2011-09-01,16422,550.98,0.00,550.98
2011-09-01,16456,457.60,0.00,457.60
2011-09-01,16474,0.00,-27.00,-27.00
2011-09-01,16525,373.80,0.00,373.80
2011-09-01,16638,121.23,0.00,121.23
2011-09-01,16672,608.10,0.00,608.10
2011-09-01,16722,422.08,0.00,422.08
2011-09-01,16729,346.98,0.00,346.98
2011-09-01,16764,260.49,0.00,260.49
2011-09-01,16808,121.92,0.00,121.92
2011-09-01,16880,252.11,0.00,252.11
2011-09-01,16923,522.97,0.00,522.97
2011-09-01,17024,25.00,0.00,25.00
2011-09-01,17220,122.58,0.00,122.58
2011-09-01,17306,576.74,0.00,576.74
2011-09-01,17381,1386.00,0.00,1386.00
2011-09-01,17386,155.94,0.00,155.94
2011-09-01,17572,43.80,0.00,43.80
2011-09-01,17576,125.55,0.00,125.55
2011-09-01,17653,180.10,0.00,180.10
2011-09-01,17750,191.74,0.00,191.74
2011-09-01,17799,387.49,0.00,387.49
2011-09-01,17841,354.39,-8.85,345.54
2011-09-01,17949,480.00,0.00,480.00
2011-09-01,18171,309.89,0.00,309.89
2011-09-01,18172,305.96,0.00,305.96
2011-09-01,18241,143.80,0.00,143.80
2011-09-02,NULL,12024.97,0.00,12024.97
2011-09-02,12375,230.30,0.00,230.30
2011-09-02,12408,642.28,0.00,642.28
2011-09-02,12423,0.00,-10.20,-10.20
2011-09-02,12437,334.68,0.00,334.68
2011-09-02,12471,0.00,-84.72,-84.72
2011-09-02,12474,465.68,0.00,465.68
2011-09-02,12483,309.45,0.00,309.45
2011-09-02,12670,608.08,0.00,608.08
2011-09-02,12708,0.00,-2.10,-2.10
2011-09-02,12748,14.43,0.00,14.43
2011-09-02,12794,317.00,0.00,317.00
2011-09-02,12832,267.80,0.00,267.80
2011-09-02,12921,1158.92,0.00,1158.92
2011-09-02,13232,169.85,0.00,169.85
2011-09-02,13408,0.00,-110.43,-110.43
2011-09-02,13418,402.00,0.00,402.00
2011-09-02,13507,386.32,0.00,386.32
2011-09-02,13643,171.50,0.00,171.50
2011-09-02,13695,381.54,0.00,381.54
2011-09-02,14004,241.00,0.00,241.00
2011-09-02,14019,416.24,0.00,416.24
2011-09-02,14096,103.22,-13.01,90.21
2011-09-02,14171,363.79,0.00,363.79
2011-09-02,14178,180.47,0.00,180.47
2011-09-02,14276,399.34,0.00,399.34
2011-09-02,14299,0.00,-49.25,-49.25
2011-09-02,14415,462.35,-7.03,455.32
2011-09-02,14436,89.06,0.00,89.06
2011-09-02,14463,220.20,0.00,220.20
2011-09-02,14527,145.02,-14.50,130.52
2011-09-02,14560,50.40,0.00,50.40
2011-09-02,14606,113.31,-12.65,100.66
2011-09-02,14911,749.13,0.00,749.13
2011-09-02,14948,82.36,0.00,82.36
2011-09-02,15311,300.20,-7.46,292.74
2011-09-02,15628,311.85,0.00,311.85
2011-09-02,15856,855.28,0.00,855.28
2011-09-02,15860,112.86,0.00,112.86
2011-09-02,15864,543.60,0.00,543.60
2011-09-02,16013,1821.60,0.00,1821.60
2011-09-02,16086,312.64,0.00,312.64
2011-09-02,16092,0.00,-30.00,-30.00
2011-09-02,16102,553.08,0.00,553.08
2011-09-02,16173,429.38,0.00,429.38
2011-09-02,16187,0.00,-30.60,-30.60
2011-09-02,16210,344.88,0.00,344.88
2011-09-02,16333,1250.40,0.00,1250.40
2011-09-02,16401,0.00,-5.00,-5.00
2011-09-02,16674,122.20,0.00,122.20
2011-09-02,16678,306.96,0.00,306.96
2011-09-02,16686,414.19,0.00,414.19
2011-09-02,16705,1585.92,0.00,1585.92
2011-09-02,16706,120.02,0.00,120.02
2011-09-02,16735,896.38,0.00,896.38
2011-09-02,16745,461.77,0.00,461.77
2011-09-02,16945,301.85,0.00,301.85
2011-09-02,16989,33.00,0.00,33.00
2011-09-02,16992,301.20,0.00,301.20
2011-09-02,17090,162.72,0.00,162.72
2011-09-02,17091,697.59,0.00,697.59
2011-09-02,17450,0.00,-200.00,-200.00
2011-09-02,17857,561.60,0.00,561.60
2011-09-02,17949,1869.36,0.00,1869.36
2011-09-02,17997,269.17,0.00,269.17
2011-09-02,18027,115.31,0.00,115.31
2011-09-02,18087,852.80,0.00,852.80
2011-09-02,18102,4913.52,0.00,4913.52
2011-09-04,NULL,114.56,0.00,114.56
2011-09-04,12567,891.82,0.00,891.82
2011-09-04,12569,91.86,0.00,91.86
2011-09-04,12627,819.26,0.00,819.26
2011-09-04,12709,761.68,0.00,761.68
2011-09-04,12710,358.66,0.00,358.66
2011-09-04,12851,135.18,0.00,135.18
2011-09-04,12867,673.29,-13.30,659.99
2011-09-04,13240,110.04,0.00,110.04
2011-09-04,13434,72.84,0.00,72.84
2011-09-04,13548,401.40,0.00,401.40
2011-09-04,13576,323.73,0.00,323.73
2011-09-04,13772,457.80,0.00,457.80
2011-09-04,13804,188.30,0.00,188.30
2011-09-04,13808,573.46,0.00,573.46
2011-09-04,14067,224.67,0.00,224.67
2011-09-04,14107,625.10,0.00,625.10
2011-09-04,14156,629.04,0.00,629.04
2011-09-04,14189,360.96,0.00,360.96
2011-09-04,14211,220.04,0.00,220.04
2011-09-04,14335,359.25,0.00,359.25
2011-09-04,14691,835.08,0.00,835.08
2011-09-04,14852,554.21,0.00,554.21
2011-09-04,14965,599.00,0.00,599.00
2011-09-04,15046,121.20,0.00,121.20
2011-09-04,15136,582.90,0.00,582.90
2011-09-04,15187,316.84,0.00,316.84
2011-09-04,15215,300.04,0.00,300.04
2011-09-04,15365,752.67,0.00,752.67
2011-09-04,15561,0.00,-77.85,-77.85
2011-09-04,15738,295.04,0.00,295.04
2011-09-04,16057,484.69,0.00,484.69
2011-09-04,16241,278.27,0.00,278.27
2011-09-04,16326,313.05,0.00,313.05
2011-09-04,16434,182.12,0.00,182.12
2011-09-04,16629,236.78,0.00,236.78
2011-09-04,16744,161.82,0.00,161.82
2011-09-04,16761,316.62,0.00,316.62
2011-09-04,16813,125.46,0.00,125.46
2011-09-04,16983,305.08,0.00,305.08
2011-09-04,17050,568.25,0.00,568.25
2011-09-04,17229,161.05,0.00,161.05
2011-09-04,17410,117.15,0.00,117.15
2011-09-04,17722,323.16,0.00,323.16
2011-09-04,17774,235.54,-9.95,225.59
2011-09-04,17894,128.90,0.00,128.90
2011-09-04,18223,431.73,0.00,431.73
2011-09-05,NULL,1458.44,0.00,1458.44
2011-09-05,12422,147.70,0.00,147.70
2011-09-05,12502,1092.35,0.00,1092.35
2011-09-05,12576,275.70,0.00,275.70
2011-09-05,12616,457.70,0.00,457.70
2011-09-05,12683,0.00,-115.47,-115.47
2011-09-05,12709,0.00,-19.03,-19.03
2011-09-05,12727,537.30,0.00,537.30
2011-09-05,12816,253.55,0.00,253.55
2011-09-05,13192,447.62,0.00,447.62
2011-09-05,13211,775.94,0.00,775.94
2011-09-05,13468,356.75,0.00,356.75
2011-09-05,13510,312.49,0.00,312.49
2011-09-05,13630,0.00,-6.30,-6.30
2011-09-05,13744,263.20,0.00,263.20
2011-09-05,13748,367.40,0.00,367.40
2011-09-05,13851,1298.18,0.00,1298.18
2011-09-05,13881,2429.54,0.00,2429.54
2011-09-05,13931,859.32,0.00,859.32
2011-09-05,13999,307.03,0.00,307.03
2011-09-05,14111,48.30,0.00,48.30
2011-09-05,14129,367.33,0.00,367.33
2011-09-05,14156,8488.86,-145.00,8343.86
2011-09-05,14159,575.68,0.00,575.68
2011-09-05,14177,191.33,0.00,191.33
2011-09-05,14243,315.17,0.00,315.17
2011-09-05,14401,313.08,0.00,313.08
2011-09-05,14534,131.64,0.00,131.64
2011-09-05,14565,538.80,-14.85,523.95
2011-09-05,14680,1226.16,0.00,1226.16
2011-09-05,14842,213.04,0.00,213.04
2011-09-05,14849,759.28,0.00,759.28
2011-09-05,15005,195.42,0.00,195.42
2011-09-05,15238,472.64,0.00,472.64
2011-09-05,15307,205.30,0.00,205.30
2011-09-05,15364,581.39,0.00,581.39
2011-09-05,15491,299.16,0.00,299.16
2011-09-05,15856,488.21,-12.45,475.76
2011-09-05,15974,347.88,0.00,347.88
2011-09-05,16029,982.10,0.00,982.10
2011-09-05,16172,339.86,0.00,339.86
2011-09-05,16255,385.04,0.00,385.04
2011-09-05,16444,301.32,0.00,301.32
2011-09-05,16523,477.70,0.00,477.70
2011-09-05,16551,304.95,0.00,304.95
2011-09-05,16656,859.68,0.00,859.68
2011-09-05,16712,482.80,0.00,482.80
2011-09-05,16717,423.50,0.00,423.50
2011-09-05,16820,497.61,0.00,497.61
2011-09-05,16843,1414.64,0.00,1414.64
2011-09-05,16891,122.22,0.00,122.22
2011-09-05,16918,299.67,0.00,299.67
2011-09-05,17309,82.75,0.00,82.75
2011-09-05,17389,591.30,0.00,591.30
2011-09-05,17450,691.20,0.00,691.20
2011-09-05,17491,457.80,0.00,457.80
2011-09-05,17612,344.07,0.00,344.07
2011-09-05,18196,238.35,0.00,238.35
2011-09-05,18261,224.80,0.00,224.80
2011-09-05,18273,102.00,0.00,102.00
2011-09-05,18283,134.90,0.00,134.90
2011-09-06,NULL,2854.09,0.00,2854.09
2011-09-06,12461,200.00,0.00,200.00
2011-09-06,12526,520.30,0.00,520.30
2011-09-06,12569,106.80,0.00,106.80
2011-09-06,12720,375.34,0.00,375.34
2011-09-06,12748,303.92,0.00,303.92
2011-09-06,13098,701.38,0.00,701.38
2011-09-06,13122,18.72,0.00,18.72
2011-09-06,13130,64.00,0.00,64.00
2011-09-06,13158,332.89,0.00,332.89
2011-09-06,13538,99.00,0.00,99.00
2011-09-06,13784,155.52,0.00,155.52
2011-09-06,13949,537.90,0.00,537.90
2011-09-06,14040,262.40,-16.15,246.25
2011-09-06,14156,4234.19,0.00,4234.19
2011-09-06,14208,151.74,0.00,151.74
2011-09-06,14239,315.65,0.00,315.65
2011-09-06,14360,1134.69,0.00,1134.69
2011-09-06,14408,301.80,0.00,301.80
2011-09-06,14441,340.56,0.00,340.56
2011-09-06,14560,100.80,0.00,100.80
2011-09-06,14667,582.80,0.00,582.80
2011-09-06,14715,347.30,0.00,347.30
2011-09-06,14739,939.96,0.00,939.96
2011-09-06,14796,835.95,-11.44,824.51
2011-09-06,14944,656.46,0.00,656.46
2011-09-06,15089,359.05,0.00,359.05
2011-09-06,15189,784.94,0.00,784.94
2011-09-06,15199,310.60,0.00,310.60
2011-09-06,15271,224.28,0.00,224.28
2011-09-06,15291,378.75,0.00,378.75
2011-09-06,15311,724.01,0.00,724.01
2011-09-06,15462,64.80,0.00,64.80
2011-09-06,15513,2423.27,0.00,2423.27
2011-09-06,15521,209.80,-209.80,0.00
2011-09-06,15671,638.40,0.00,638.40
2011-09-06,15804,477.93,0.00,477.93
2011-09-06,16168,185.00,0.00,185.00
2011-09-06,16175,300.70,0.00,300.70
2011-09-06,16278,0.00,-15.80,-15.80
2011-09-06,16359,164.40,0.00,164.40
2011-09-06,16393,258.64,0.00,258.64
2011-09-06,16400,303.93,0.00,303.93
2011-09-06,16455,189.60,0.00,189.60
2011-09-06,16904,15.00,0.00,15.00
2011-09-06,16928,199.30,0.00,199.30
2011-09-06,17068,257.80,0.00,257.80
2011-09-06,17191,387.26,0.00,387.26
2011-09-06,17339,183.36,0.00,183.36
2011-09-06,17449,174.86,0.00,174.86
2011-09-06,17460,159.85,0.00,159.85
2011-09-06,17560,149.12,0.00,149.12
2011-09-06,17700,556.26,0.00,556.26
2011-09-06,17716,699.90,0.00,699.90
2011-09-06,17841,591.86,-44.10,547.76
2011-09-06,18230,503.08,0.00,503.08
2011-09-07,NULL,12446.11,0.00,12446.11
2011-09-07,12490,1035.82,0.00,1035.82
2011-09-07,12637,1304.70,0.00,1304.70
2011-09-07,12685,549.24,0.00,549.24
2011-09-07,12748,9.36,0.00,9.36
2011-09-07,13186,313.60,0.00,313.60
2011-09-07,13210,353.48,0.00,353.48
2011-09-07,13249,127.73,0.00,127.73
2011-09-07,13756,413.99,0.00,413.99
2011-09-07,13798,1094.90,0.00,1094.90
2011-09-07,13808,149.64,0.00,149.64
2011-09-07,13999,0.00,-8.50,-8.50
2011-09-07,14156,504.35,0.00,504.35
2011-09-07,14309,323.68,0.00,323.68
2011-09-07,14334,315.20,0.00,315.20
2011-09-07,14397,180.12,0.00,180.12
2011-09-07,14452,127.37,0.00,127.37
2011-09-07,14530,524.85,0.00,524.85
2011-09-07,14606,121.50,-225.93,-104.43
2011-09-07,14709,588.30,0.00,588.30
2011-09-07,14911,2910.94,0.00,2910.94
2011-09-07,14916,266.48,0.00,266.48
2011-09-07,15071,393.40,0.00,393.40
2011-09-07,15114,324.96,0.00,324.96
2011-09-07,15189,304.24,0.00,304.24
2011-09-07,15594,520.31,0.00,520.31
2011-09-07,15752,480.52,-8.45,472.07
2011-09-07,15885,349.35,0.00,349.35
2011-09-07,16029,934.80,0.00,934.80
2011-09-07,16735,0.00,-28.05,-28.05
2011-09-07,16767,591.14,0.00,591.14
2011-09-07,16818,426.07,0.00,426.07
2011-09-07,16828,15.00,0.00,15.00
2011-09-07,16843,23.00,0.00,23.00
2011-09-07,17345,155.80,0.00,155.80
2011-09-07,17368,20.80,0.00,20.80
2011-09-07,17422,402.79,0.00,402.79
2011-09-07,17442,331.24,0.00,331.24
2011-09-07,17481,260.63,0.00,260.63
2011-09-07,17491,0.00,-16.95,-16.95
2011-09-07,17511,3200.28,0.00,3200.28
2011-09-07,17573,174.71,0.00,174.71
2011-09-07,17735,871.25,0.00,871.25
2011-09-07,17949,534.24,0.00,534.24
2011-09-07,18093,89.64,0.00,89.64
2011-09-07,18229,348.00,0.00,348.00
2011-09-08,NULL,4007.50,0.00,4007.50
2011-09-08,12471,0.00,-18.00,-18.00
2011-09-08,12540,459.99,0.00,459.99
2011-09-08,12569,86.00,0.00,86.00
2011-09-08,12592,205.80,0.00,205.80
2011-09-08,12683,404.31,0.00,404.31
2011-09-08,12685,1057.18,0.00,1057.18
2011-09-08,12839,413.58,0.00,413.58
2011-09-08,12955,496.44,0.00,496.44
2011-09-08,12971,78.90,0.00,78.90
2011-09-08,13013,303.30,0.00,303.30
2011-09-08,13018,286.86,0.00,286.86
2011-09-08,13026,360.48,0.00,360.48
2011-09-08,13137,473.29,0.00,473.29
2011-09-08,13199,186.32,0.00,186.32
2011-09-08,13244,121.74,0.00,121.74
2011-09-08,13249,291.84,0.00,291.84
2011-09-08,13267,318.40,0.00,318.40
2011-09-08,13305,310.20,0.00,310.20
2011-09-08,13330,412.71,0.00,412.71
2011-09-08,13468,126.74,0.00,126.74
2011-09-08,13571,282.68,0.00,282.68
2011-09-08,13577,371.70,0.00,371.70
2011-09-08,13700,405.46,0.00,405.46
2011-09-08,13769,446.38,0.00,446.38
2011-09-08,13814,961.58,0.00,961.58
2011-09-08,13848,320.00,0.00,320.00
2011-09-08,13854,324.00,0.00,324.00
2011-09-08,13871,538.40,0.00,538.40
2011-09-08,13889,416.90,0.00,416.90
2011-09-08,13925,182.20,0.00,182.20
2011-09-08,14116,308.90,0.00,308.90
