Description;Return Rate
LUNCH BAG CARS BLUE;-0.08018915647752267
LUNCH BAG DOILEY PATTERN ;-0.015262515262515262
LUNCH BAG DOLLY GIRL DESIGN;-0.03168331593857164
LUNCH BAG PAISLEY PARK  ;-0.29542097488921715
LUNCH BAG PINK POLKADOT;-0.07333783653382225
LUNCH BAG RED RETROSPOT;-0.06946831325126229
LUNCH BAG SPACEBOY DESIGN ;-0.11868771694099205
LUNCH BAG SUKI  DESIGN ;-0.060168471720818295
LUNCH BAG SUKI DESIGN ;-0.07851604671704779
LUNCH BAG VINTAGE DOILY ;-0.07880565649489953
LUNCH BAG VINTAGE LEAF DESIGN;-0.2911150103684798
LUNCH BAG WOODLAND;-0.043806226894886426
LUNCH BOX I LOVE LONDON;-0.15970796258270592
LUNCH BOX WITH CUTLERY RETROSPOT ;-0.057776333369443544
MA CAMPAGNE CUTLERY BOX;-1.7736486486486487
MAGIC DRAWING SLATE BAKE A CAKE ;-1.3613159387407827
MAGIC DRAWING SLATE BUNNIES ;-2.7939464493597206
MAGIC DRAWING SLATE DINOSAUR;-2.5491237387148167
MAGIC DRAWING SLATE DOLLY GIRL ;-0.6653728860548933
MAGIC DRAWING SLATE PURDEY;-1.416522491349481
MAGIC DRAWING SLATE SPACEBOY ;-0.04450378282153983
MAGIC GARDEN FELT GARLAND ;-2.9484029484029484
MAGIC SHEEP WOOL GROWING FROM PAPER;-10.480349344978166
MAGIC TREE -PAPER FLOWERS;-0.10893246187363835
MAGNETS PACK OF 4 CHILDHOOD MEMORY;-0.7092198581560284
MAGNETS PACK OF 4 HOME SWEET HOME;-0.07147962830593281
MAGNETS PACK OF 4 RETRO PHOTO;-0.49180327868852464
MAGNETS PACK OF 4 SWALLOWS;-0.6741573033707866
MAGNETS PACK OF 4 VINTAGE COLLAGE;-0.3506721215663355
MAGNETS PACK OF 4 VINTAGE LABELS ;-0.4576659038901602
MAKE YOUR OWN FLOWERPOWER CARD KIT;-0.646551724137931
MAKE YOUR OWN MONSOON CARD KIT;-0.46403712296983757
MAKE YOUR OWN PLAYTIME CARD KIT;-0.31201248049922
MARIE ANTOINETTE TRINKET BOX GOLD;-7.8512396694214885
MARIE ANTOINETTE TRINKET BOX SILVER;-13.740458015267174
MEASURING TAPE BABUSHKA BLUE;-0.2257336343115124
MEASURING TAPE BABUSHKA PINK;-0.1342281879194631
MEASURING TAPE BABUSHKA RED;-2.8368794326241136
MEDINA STAMPED METAL STOOL;-2.941176470588235
MEDIUM CERAMIC TOP STORAGE JAR;-210.49448996891775
MEDIUM PARLOUR PICTURE FRAME ;-1.4925373134328357
MEDIUM WHITE/PINK ROSE ART FLOWER;-2.4193548387096775
MEMO BOARD COTTAGE DESIGN;-0.06868131868131869
MEMO BOARD RETROSPOT  DESIGN;-0.04740941415509651
METAL 4 HOOK HANGER FRENCH CHATEAU;-0.7178393745557924
METAL DECORATION NAUGHTY CHILDREN ;-0.3775959723096287
METAL MERRY CHRISTMAS WREATH;-0.9478672985781991
METAL RABBIT LADDER EASTER ;-5.714285714285714
MIDNIGHT BLUE PAIR HEART HAIR SLIDE;-14.285714285714285
MIDNIGHT BLUE VINTAGE EARRINGS;-18.181818181818183
MIDNIGHT GLAMOUR SCARF KNITTING KIT;-0.9345794392523363
MILK MAIDS MUG ;-2.5125628140703515
MILK PAN BLUE POLKADOT;-1.302083333333333
MILK PAN PINK POLKADOT;-1.5384615384615385
MILK PAN RED RETROSPOT;-0.24875621890547264
MINI  ZINC GARDEN DECORATIONS ;-0.11904761904761905
MINI CAKE STAND  HANGING STRAWBERY;-0.2417744139598444
MINI CAKE STAND T-LIGHT HOLDER;-0.22690437601296595
MINI CAKE STAND WITH HANGING CAKES;-0.445046439628483
MINI JIGSAW BUNNIES;-0.08756567425569177
MINI JIGSAW CIRCUS PARADE ;-0.03971405877680699
MINI JIGSAW DINOSAUR ;-0.24783147459727387
MINI JIGSAW PURDEY;-0.0475511174512601
MINI JIGSAW SPACEBOY;-0.9602501116569897
MINI LIGHTS WOODLAND MUSHROOMS;-0.5614823133071308
MINI PAINT SET VINTAGE ;-0.07413851798615577
MINI PLAYING CARDS DOLLY GIRL ;-0.07607455306200077
MINI WOODEN HAPPY BIRTHDAY GARLAND;-0.6983240223463687
MINIATURE ANTIQUE ROSE HOOK IVORY;-0.08915712228242233
MINT DINER WALL CLOCK;-0.2688172043010753
MINT KITCHEN SCALES;-0.13606676342525398
MIRROR CORNICE;-1.1111111111111112
MIRROR MOSAIC GOBLET CANDLE HOLDER;-71.8562874251497
MIRROR MOSAIC HURRICANE LAMP ;-26.535087719298243
MIRROR MOSAIC T-LIGHT HOLDER ;-79.82261640798227
MIRROR MOSAIC T-LIGHT HOLDER ROUND;-20.651242502142242
MIRROR MOSAIC VOTIVE HOLDER;-29.084380610412925
MIRRORED DISCO BALL ;-0.8620689655172413
MIRRORED WALL ART SNOWFLAKES;-2.4
MISTLETOE HEART WREATH CREAM;-0.4846526655896607
MISTLETOE HEART WREATH GREEN;-0.5154639175257733
MOBILE VINTAGE HEARTS ;-0.9142053445850914
MODERN FLORAL STATIONERY SET;-0.7198560287942412
MONEY BOX BISCUITS DESIGN;-0.4405286343612335
MONEY BOX KINGS CHOICE DESIGN;-0.2898550724637681
MONEY BOX POCKET MONEY DESIGN;-0.2680965147453083
MONTANA DIAMOND CLUSTER EARRINGS;-12.5
MOODY GIRL DOOR HANGER ;-1.6551724137931034
MOROCCAN BEATEN METAL DISH;-25.0
MOROCCAN TEA GLASS;-0.053866411299976054
MOTHER'S KITCHEN SPOON REST ;-1.2232415902140674
MOTORING TISSUE BOX;-0.6582556226001097
MR ROBOT SOFT TOY;-1.8867924528301887
MRS ROBOT SOFT TOY;-0.7042253521126761
MULTI COLOUR SILVER T-LIGHT HOLDER;-0.051856252454361464
MULTICOLOUR  CONFETTI IN TUBE;-7.984790874524715
MULTICOLOUR 3D BALLS GARLAND;-2.1459227467811157
MULTICOLOUR HONEYCOMB FAN;-0.3153526970954357
MULTICOLOUR SPRING FLOWER MUG;-0.05903187721369539
MUM'S KITCHEN CLOCK;-0.8264462809917356
MUSICAL ZINC HEART DECORATION ;-0.6227106227106227
NATURAL HANGING QUILTED HEARTS ;-0.3708854891052387
NATURAL SLATE CHALKBOARD LARGE ;-0.12778111846061335
NATURAL SLATE HEART CHALKBOARD ;-0.033539731682146544
NATURAL SLATE RECTANGLE CHALKBOARD;-0.12302717142957571
NECKLACE+BRACELET PINK BUTTERFLY;-26.08695652173913
NEW BAROQUE JEWELLERY BOX ;-1.9230769230769231
NOEL GARLAND PAINTED ZINC ;-0.8577555396711937
NOEL WOODEN BLOCK LETTERS ;-0.2840909090909091
NOVELTY BISCUITS CAKE STAND 3 TIER;-0.6675874769797421
NUMBER TILE COTTAGE GARDEN 1;-1.0526315789473684
NUMBER TILE COTTAGE GARDEN 9;-1.6129032258064515
NUMBER TILE COTTAGE GARDEN No;-1.3513513513513513
NUMBER TILE VINTAGE FONT 3;-0.9345794392523363
NUMBER TILE VINTAGE FONT 4;-1.0101010101010102
NUMBER TILE VINTAGE FONT 6 ;-1.0526315789473684
OCEAN SCENT CANDLE IN JEWELLED BOX;-13.182346109175379
OFFICE MUG WARMER BLACK+SILVER ;-0.30973451327433627
OFFICE MUG WARMER CHOC+BLUE;-0.35149384885764495
OFFICE MUG WARMER PINK;-79.36507936507937
OFFICE MUG WARMER POLKADOT;-2.086677367576244
ORANGE SCENTED SET/9 T-LIGHTS;-1.694915254237288
ORANGE VOTIVE CANDLE;-4.878048780487805
ORGANISER WOOD ANTIQUE WHITE ;-1.102629346904156
OVEN MITT APPLES DESIGN;-0.6412213740458015
OVERNIGHT BAG VINTAGE ROSE PAISLEY;-0.5
PACK 3 BOXES CHRISTMAS PANETTONE;-8.571428571428571
PACK 3 BOXES CHRISTMAS PANNETONE;-0.45871559633027525
PACK OF 12 BLUE PAISLEY TISSUES ;-1.0540184453227932
PACK OF 12 CHRISTMAS FUN CARDS;-13.529411764705884
PACK OF 12 CIRCUS PARADE TISSUES ;-0.58167716917111
PACK OF 12 COLOURED PENCILS;-0.3040283759817583
PACK OF 12 DOLLY GIRL TISSUES;-0.5943536404160475
PACK OF 12 LONDON TISSUES ;-0.04560136804104123
PACK OF 12 PINK PAISLEY TISSUES ;-0.8789920890711983
PACK OF 12 RED RETROSPOT TISSUES ;-0.6712433257055683
PACK OF 12 SPACEBOY TISSUES;-0.30864197530864196
PACK OF 12 STICKY BUNNIES;-0.2008032128514056
PACK OF 12 SUKI TISSUES ;-0.013138877939823938
PACK OF 12 TRADITIONAL CRAYONS;-0.010289124395513941
PACK OF 12 VINTAGE CHRISTMAS TISSUE;-0.7928642220019821
PACK OF 12 VINTAGE DOILY TISSUES;-0.8050089445438282
PACK OF 12 WOODLAND TISSUES ;-0.1278538812785388
PACK OF 20 NAPKINS PANTRY DESIGN;-0.1326192297883193
PACK OF 20 NAPKINS RED APPLES;-0.03423094477407576
PACK OF 20 SPACEBOY NAPKINS;-0.6544502617801047
PACK OF 6 BIRDY GIFT TAGS;-0.24240465416936005
PACK OF 6 HANDBAG GIFT BOXES;-0.17482517482517482
PACK OF 6 LARGE FRUIT STRAWS ;-0.8010680907877169
PACK OF 6 PANETTONE GIFT BOXES;-6.392694063926941
PACK OF 6 PANNETONE GIFT BOXES;-0.04764173415912339
PACK OF 6 SANDCASTLE FLAGS ASSORTED;-0.2588610115491836
PACK OF 6 SKULL PAPER CUPS;-0.30952380952380953
PACK OF 6 SMALL FRUIT STRAWS;-2.18978102189781
PACK OF 6 SWEETIE GIFT BOXES;-1.1439466158245948
PACK OF 60 DINOSAUR CAKE CASES;-0.19289809003722116
PACK OF 60 MUSHROOM CAKE CASES;-0.2787925398961738
PACK OF 60 PINK PAISLEY CAKE CASES;-0.0680052249558976
PACK OF 60 SPACEBOY CAKE CASES;-0.27446300715990457
PACK OF 72 RETROSPOT CAKE CASES;-0.07029421830054479
PACK OF 72 SKULL CAKE CASES;-0.31729243786356426
PACK OF SIX LED TEA LIGHTS;-5.748502994011976
PACKING CHARGE;-8.333333333333332
PAINT YOUR OWN CANVAS SET;-3.1164383561643834
PAINTED METAL PEARS ASSORTED;-0.09574468085106383
PAINTED METAL STAR WITH HOLLY BELLS;-1.2678288431061806
PAINTED YELLOW WOODEN DAISY;-2.1702838063439067
PAIR OF ENAMEL BUTTERFLY HAIRCLIP;-16.0
PAIR OF PINK FLOWER CLUSTER SLIDE;-12.76595744680851
PANTRY 3 HOOK ROLLING PIN HANGER;-0.7788161993769469
PANTRY APPLE CORER;-0.6437768240343347
PANTRY CHOPPING BOARD;-75.80128205128206
PANTRY MAGNETIC  SHOPPING LIST;-0.13928789065900582
PANTRY PASTRY BRUSH;-1.0610079575596816
PANTRY ROLLING PIN;-0.2615062761506276
PANTRY SCRUBBING BRUSH;-0.5908096280087527
PANTRY WASHING UP BRUSH;-0.454318522216675
PAPER BUNTING COLOURED LACE;-1.016149519143531
PAPER BUNTING PAISLEY PARK;-2.4489795918367347
PAPER BUNTING RETROSPOT;-0.13685090853797613
PAPER BUNTING WHITE LACE;-0.23673062546723148
PAPER CHAIN KIT 50'S CHRISTMAS ;-0.23965717913448312
PAPER CHAIN KIT EMPIRE;-0.3982128982128982
PAPER CHAIN KIT LONDON;-0.43668122270742354
PAPER CHAIN KIT RETROSPOT;-0.24337244676227726
PAPER CHAIN KIT VINTAGE CHRISTMAS;-0.2852823563834975
PAPER LANTERN 5 POINT STAR MOON ;-22.727272727272727
PAPER LANTERN 7 POINT SNOW STAR;-10.75268817204301
PAPER LANTERN 9 POINT SNOW STAR;-10.256410256410255
PAPER POCKET TRAVELING FAN ;-6.650979638878217
PAPERWEIGHT KINGS CHOICE ;-3.7037037037037033
PAPERWEIGHT SAVE THE PLANET;-42.016806722689076
PAPERWEIGHT VINTAGE COLLAGE;-0.39370078740157477
PARISIENNE CURIO CABINET;-0.3379070243702642
PARISIENNE JEWELLERY DRAWER ;-0.1789308879445314
PARISIENNE KEY CABINET ;-0.27978933508887427
PARISIENNE SEWING BOX;-0.5208333333333334
PARLOUR CERAMIC WALL HOOK;-1.3460015835312749
PARTY BUNTING;-0.07685051603595605
PARTY CHARMS 50 PIECES;-0.06666666666666667
PARTY CONE CHRISTMAS DECORATION ;-3.400562851782364
PARTY CONES CANDY ASSORTED;-1.0941774130519735
PARTY INVITES DINOSAURS;-2.003338898163606
PARTY INVITES WOODLAND;-1.0480349344978166
PARTY PIZZA DISH BLUE POLKADOT;-1.6333938294010888
PARTY PIZZA DISH RED RETROSPOT;-0.9188361408882083
PASTEL COLOUR HONEYCOMB FAN;-1.133849557522124
PEACE SMALL WOOD LETTERS;-3.4482758620689653
PEACE WOODEN BLOCK LETTERS;-0.2857142857142857
PEARL CRYSTAL PUMPKIN T-LIGHT HLDR;-0.13605442176870747
PEG BAG APPLES DESIGN;-0.6105834464043419
PENNY FARTHING BIRTHDAY CARD;-0.39447731755424065
PENS ASSORTED FUNKY JEWELED ;-0.13358778625954199
PENS ASSORTED SPACEBALL;-0.6091370558375634
PHARMACIE FIRST AID TIN;-0.5023640661938534
PHOTO FRAME 3 CLASSIC HANGING;-0.4725897920604915
PHOTO FRAME CORNICE;-0.10211159062885326
PHOTO FRAME LINEN AND LACE LARGE;-1.6826923076923077
PHOTO FRAME LINEN AND LACE SMALL;-1.5765765765765767
PICNIC BASKET WICKER LARGE;-0.39033529802100003
PICNIC BASKET WICKER SMALL;-0.4546281142025823
PICNIC BOXES SET OF 3 RETROSPOT ;-0.20202020202020202
PICTURE FRAME WOOD TRIPLE PORTRAIT;-0.36224976167778833
PIECE OF CAMO STATIONERY SET;-3.3007334963325183
PIG KEYRING WITH LIGHT & SOUND ;-1.3062044712383822
PIGGY BANK RETROSPOT ;-0.08820746395522268
PINK  HEART CONFETTI IN TUBE;-5.228758169934641
PINK  HEART SHAPE LOVE BUCKET ;-0.09624639076034651
PINK  HONEYCOMB PAPER FAN;-0.6816632583503749
PINK  POLKADOT CUP;-0.35035035035035034
PINK  POLKADOT PLATE ;-0.3889158969372873
PINK 3 PIECE POLKADOT CUTLERY SET;-0.8644536652835408
PINK BABY BUNTING;-0.9389671361502346
PINK BLUE FELT CRAFT TRINKET BOX;-6.242843511450382
PINK BUTTERFLY CUSHION COVER;-4.545454545454546
PINK CREAM FELT CRAFT TRINKET BOX ;-0.1635322976287817
PINK DAISY BAG CHARM;-25.0
PINK DIAMANTE PEN IN GIFT BOX;-2.912621359223301
PINK DOG BOWL;-0.6003752345215759
PINK DOG CANNISTER;-7.6923076923076925
PINK DOUGHNUT TRINKET POT ;-0.14125956444967624
PINK DRAWER KNOB ACRYLIC EDWARDIAN;-0.0387997930677703
PINK ENAMEL FLOWER HAIR TIE;-37.5
PINK ENAMEL+GLASS HAIR COMB;-1.153846153846154
PINK FAIRY CAKE CHILDRENS APRON;-0.029913251570445706
PINK FLORAL FELTCRAFT SHOULDER BAG;-0.13464991023339318
PINK FOXGLOVE ARTIIFCIAL FLOWER;-109.09090909090908
PINK GLASS CANDLEHOLDER;-0.7309941520467835
PINK HANGING HEART T-LIGHT HOLDER;-7.635009310986965
PINK HAPPY BIRTHDAY BUNTING;-0.28102031993082577
PINK HEART SHAPE EGG FRYING PAN;-0.14492753623188406
PINK HEART SHAPE PHOTO FRAME;-0.3115264797507788
PINK HEARTS PAPER GARLAND;-42.3728813559322
PINK HORSE SOCK PUPPET KIT;-2.3255813953488373
PINK LOVE BIRD CANDLE;-0.2857142857142857
PINK METAL CHICKEN HEART ;-3.0441400304413997
PINK MONTE CARLO HANDBAG;-1.0309278350515463
PINK NEW BAROQUECANDLESTICK CANDLE;-2.183406113537118
PINK OWL SOFT TOY;-0.11402508551881414
PINK PAISLEY ROSE GIFT WRAP;-2.083333333333333
PINK PAISLEY SQUARE TISSUE BOX ;-0.43891733723482074
PINK PAPER PARASOL ;-0.21598272138228944
PINK PARTY BAGS;-0.24489795918367346
PINK POLKADOT BOWL;-0.1362026695723236
PINK POLKADOT CHILDRENS UMBRELLA;-0.7246376811594203
PINK POLKADOT GARDEN PARASOL;-1.1210762331838566
PINK POT PLANT CANDLE;-2.577319587628866
PINK REGENCY TEACUP AND SAUCER;-0.06933105579140394
PINK SMALL JEWELLED PHOTOFRAME;-9.090909090909092
PINK VINTAGE PAISLEY PICNIC BAG;-0.1220428088621855
PINK VINTAGE SPOT BEAKER;-0.04162330905306972
PINK/BLUE DISC/MIRROR STRING;-9.266409266409266
PINK/WHITE CHRISTMAS TREE 60CM;-0.14641288433382138
PIZZA PLATE IN BOX;-0.9162303664921466
PLACE SETTING WHITE HEART;-1.2482468443197754
PLACE SETTING WHITE STAR;-0.08319467554076539
PLASMATRONIC LAMP;-3.076923076923077
PLASTERS IN TIN CIRCUS PARADE ;-0.10905485789821548
PLASTERS IN TIN SKULLS;-0.2851033499643621
PLASTERS IN TIN SPACEBOY;-0.045014280392400345
PLASTERS IN TIN STRONGMAN;-0.0874708430523159
PLASTERS IN TIN VINTAGE PAISLEY ;-0.1438005965061781
PLASTERS IN TIN WOODLAND ANIMALS;-0.07451181911613566
PLAYING CARDS KEEP CALM & CARRY ON;-0.027442371020856202
POCKET BAG BLUE PAISLEY RED SPOT;-0.12004801920768307
POLKA DOT RAFFIA FOOD COVER;-0.3472222222222222
POLKADOT COFFEE CUP & SAUCER PINK;-1.2329370321444297
POLKADOT RAIN HAT ;-1.066925315227934
POLYESTER FILLER PAD 40x40cm;-0.568035114898012
POLYESTER FILLER PAD 45x45cm;-0.0588235294117647
POPART RECT PENCIL SHARPENER ASST;-10.207939508506616
POPCORN HOLDER;-0.03264466095423326
POPPY FIELDS CHOPPING BOARD;-1.0869565217391304
POPPY'S PLAYHOUSE BATHROOM;-0.6309148264984227
POPPY'S PLAYHOUSE BEDROOM ;-0.21494708994708991
POPPY'S PLAYHOUSE KITCHEN;-0.20161290322580644
POPPY'S PLAYHOUSE LIVINGROOM ;-0.4169562195969423
PORCELAIN ROSE SMALL;-0.12476606363069245
PORCELAIN T-LIGHT HOLDERS ASSORTED;-0.3052503052503052
POTTERING MUG;-0.12431184514295862
POTTING SHED TEA MUG;-0.35505430242272346
POTTING SHED TWINE;-0.17041581458759372
PSYCHEDELIC TILE COASTER;-5.911330049261084
PSYCHEDELIC TILE HOOK;-1.7006802721088436
PURPLE BOUDICCA LARGE BRACELET;-22.58064516129032
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;-0.437636761487965
PURPLE ENAMEL FLOWER HAIR TIE;-37.5
PURPLE ENAMEL FLOWER RING;-6.153846153846154
PURPLE ENAMEL+GLASS HAIR COMB;-7.6923076923076925
PURPLE FOXGLOVE ARTIIFCIAL FLOWER;-57.14285714285714
PURPLE PAPER PARASOL;-0.48231511254019294
QUEENS GUARD COFFEE MUG;-0.13250517598343686
RABBIT NIGHT LIGHT;-0.02346805736636245
RAIN PONCHO RETROSPOT;-2.1077844311377247
RAINY LADIES BIRTHDAY CARD;-0.49627791563275436
RECIPE BOX BLUE SKETCHBOOK DESIGN;-0.16274596833851163
RECIPE BOX PANTRY YELLOW DESIGN;-0.03943979815181449
RECIPE BOX RETROSPOT ;-0.15054390054390054
RECIPE BOX WITH METAL HEART;-35.71428571428571
"RECORD FRAME 7"" SINGLE SIZE ";-0.21909594095940957
RECTANGULAR SHAPED MIRROR;-1.4056224899598395
RECYCLED ACAPULCO MAT BLUE;-0.27548209366391185
RECYCLED ACAPULCO MAT GREEN;-0.20161290322580644
RECYCLED ACAPULCO MAT LAVENDER;-0.33783783783783783
RECYCLED ACAPULCO MAT PINK;-0.27472527472527475
RECYCLED ACAPULCO MAT RED;-0.3311258278145695
RECYCLED ACAPULCO MAT TURQUOISE;-0.1531393568147014
RECYCLED PENCIL WITH RABBIT ERASER;-0.03222687721559781
RECYCLING BAG RETROSPOT ;-0.18697049371895996
RED  HARMONICA IN BOX ;-0.0340457534274419
RED 3 PIECE RETROSPOT CUTLERY SET;-0.852099817407182
RED BABY BUNTING ;-4.638218923933209
RED CHARLIE+LOLA PERSONAL DOORSIGN;-0.15396458814472672
RED COAT RACK PARIS FASHION;-0.5747126436781609
RED DINER WALL CLOCK;-0.19337684312303602
RED DRAGONFLY HELICOPTER;-0.9523809523809524
RED DRAWER KNOB ACRYLIC EDWARDIAN;-0.23577954612437368
RED ENAMEL FLOWER RING;-10.526315789473683
RED FLOCK LOVE HEART PHOTO FRAME;-0.09174311926605505
RED FLORAL FELTCRAFT SHOULDER BAG;-5.758119147240485
RED GINGHAM ROSE JEWELLERY BOX;-0.2741872307089699
RED GINGHAM TEDDY BEAR ;-0.129366106080207
RED HANGING HEART T-LIGHT HOLDER;-0.056033423445564015
RED HEARTS LIGHT CHAIN ;-1.2072434607645874
RED KITCHEN SCALES;-0.08225375282747276
RED LOVE HEART SHAPE CUP;-1.1695906432748537
RED METAL BEACH SPADE ;-0.06697923643670461
RED METAL BOX TOP SECRET;-0.1471375066880685
RED PAPER PARASOL;-0.15552099533437014
RED POLKADOT BEAKER ;-0.14311735623211033
RED REFECTORY CLOCK ;-0.4
RED RETROSPOT APRON ;-0.364741641337386
RED RETROSPOT BIG BOWL;-0.35211267605633806
RED RETROSPOT BOWL;-0.14509959108297057
RED RETROSPOT BUTTER DISH;-0.15099789915966388
RED RETROSPOT CAKE STAND;-0.45338064261778044
RED RETROSPOT CHARLOTTE BAG;-0.07942500569865511
RED RETROSPOT CHILDRENS UMBRELLA;-0.272108843537415
RED RETROSPOT CUP;-0.1446316147694402
RED RETROSPOT LUGGAGE TAG;-2.843601895734597
RED RETROSPOT MINI CASES;-0.08610792192881746
RED RETROSPOT MUG;-0.09946290033817386
RED RETROSPOT OVEN GLOVE ;-1.3863458017263928
RED RETROSPOT OVEN GLOVE DOUBLE;-0.10893246187363835
RED RETROSPOT PEG BAG;-0.6271905552481092
RED RETROSPOT PICNIC BAG;-0.11871449164758756
RED RETROSPOT PLATE ;-0.2618976354384915
RED RETROSPOT PUDDING BOWL;-2.826310380267215
RED RETROSPOT ROUND CAKE TINS;-0.11904761904761905
RED RETROSPOT SHOPPER BAG;-0.14764817549040285
RED RETROSPOT SHOPPING BAG;-1.1741682974559686
RED RETROSPOT SMALL MILK JUG;-0.08113590263691683
RED RETROSPOT STORAGE JAR;-1.8518518518518519
RED RETROSPOT SUGAR JAM BOWL;-0.09048681908668638
RED RETROSPOT TAPE;-0.6345848757271285
RED RETROSPOT TEA CUP AND SAUCER ;-0.2525252525252525
RED RETROSPOT TISSUE BOX;-0.6169909824394875
RED RETROSPOT TRADITIONAL TEAPOT ;-0.36220304676680515
RED RETROSPOT UMBRELLA;-0.05159958720330237
RED RETROSPOT WRAP ;-0.23807256451766498
RED ROCKING HORSE HAND PAINTED;-1.0403120936280885
RED SPOT CERAMIC DRAWER KNOB;-0.25432520161964994
RED SPOT PAPER GIFT BAG;-0.21857923497267762
RED SPOTTY BISCUIT TIN;-0.18685173886516165
RED STAR CARD HOLDER;-1.6666666666666667
RED STRIPE CERAMIC DRAWER KNOB;-0.15429831006612785
RED TOADSTOOL LED NIGHT LIGHT;-0.11213195398972726
RED VINTAGE SPOT BEAKER;-1.3858695652173914
RED WOOLLY HOTTIE WHITE HEART.;-0.23768979707677027
RED/CREAM STRIPE CUSHION COVER ;-1.75
REGENCY CAKE FORK;-0.7046388725778039
REGENCY CAKE SLICE;-0.17331022530329288
REGENCY CAKESTAND 3 TIER;-0.036329368754962434
REGENCY MILK JUG PINK ;-0.23582124749439926
REGENCY SUGAR BOWL GREEN;-0.17435064291799576
REGENCY SUGAR TONGS;-1.5475520540236354
REGENCY TEA PLATE GREEN ;-0.31544715447154476
REGENCY TEA PLATE PINK;-0.3006986822322455
REGENCY TEA PLATE ROSES ;-0.9727415596379991
REGENCY TEA SPOON;-0.20604395604395606
REGENCY TEAPOT ROSES ;-0.14716703458425312
REINDEER HEART DECORATION GOLD;-1.2219959266802443
REINDEER HEART DECORATION SILVER;-0.9803921568627452
RELAX LARGE WOOD LETTERS;-0.78125
RETRO COFFEE MUGS ASSORTED;-0.1805337519623234
RETRO LONGBOARD IRONING BOARD COVER;-1.4184397163120568
RETRO MOD TRAY;-0.5076142131979696
RETRO PLASTIC 70'S TRAY;-0.78125
RETRO PLASTIC DAISY TRAY;-4.166666666666666
RETRO PLASTIC ELEPHANT TRAY;-1.2834050848834375
RETRO PLASTIC POLKA TRAY;-1.1137629276054097
RETROSPOT BABUSHKA DOORSTOP;-0.4
RETROSPOT CANDLE  MEDIUM;-7.038123167155426
RETROSPOT CANDLE  SMALL;-4.891304347826087
RETROSPOT CHILDRENS APRON;-0.1556513409961686
RETROSPOT GIANT TUBE MATCHES;-0.06684491978609625
RETROSPOT LAMP;-0.5307855626326964
RETROSPOT LARGE MILK JUG;-0.21889322115055745
RETROSPOT PADDED SEAT CUSHION;-0.13351134846461948
RETROSPOT PARTY BAG + STICKER SET;-0.15488062858869747
RETROSPOT RED WASHING UP GLOVES;-0.06863417982155114
RETROSPOT SMALL TUBE MATCHES;-0.09389671361502347
RETROSPOT TEA SET CERAMIC 11 PC ;-0.05852842809364549
RETROSPOT WOODEN HEART DECORATION;-0.9813542688910697
REVOLVER WOODEN RULER ;-1.9800884955752212
REX CASH+CARRY JUMBO SHOPPER;-0.364963503649635
RIBBON REEL CHRISTMAS PRESENT ;-1.4825796886582654
RIBBON REEL CHRISTMAS SOCK BAUBLE;-0.547945205479452
RIBBON REEL FLORA + FAUNA ;-1.5527950310559007
RIBBON REEL HEARTS DESIGN ;-0.531632110579479
RIBBON REEL MAKING SNOWMEN ;-0.5327868852459017
RIBBON REEL POLKADOTS ;-0.8257638315441783
RIBBON REEL SNOWY VILLAGE;-3.1568722680913064
RIBBON REEL STRIPES DESIGN ;-0.37133308577794283
RIDGED BONNE JAM JAR T-LIGHT HOLDER;-0.7042253521126761
RING OF ROSES BIRTHDAY CARD;-0.6539509536784741
ROCKING HORSE RED CHRISTMAS ;-1.558033161806747
ROCOCO WALL MIRROR WHITE;-2.5
ROLL WRAP 50'S CHRISTMAS;-0.9294220156839965
ROLL WRAP 50'S RED CHRISTMAS ;-0.6700167504187605
ROLL WRAP VINTAGE CHRISTMAS;-0.37418147801683815
ROLL WRAP VINTAGE SPOT ;-0.44493882091212456
ROSE 1 WICK MORRIS BOXED CANDLE;-11.386430678466077
ROSE COLOUR PAIR HEART HAIR SLIDES;-36.36363636363637
ROSE COTTAGE KEEPSAKE BOX ;-0.25806451612903225
ROSE FOLKART HEART DECORATIONS;-1.910112359550562
ROSE SCENT CANDLE IN JEWELLED BOX;-0.3058103975535168
ROSE SCENT CANDLE JEWELLED DRAWER;-0.1890359168241966
ROSES REGENCY TEACUP AND SAUCER ;-0.08571753619947667
ROTATING LEAVES T-LIGHT HOLDER;-0.10351966873706005
ROTATING SILVER ANGELS T-LIGHT HLDR;-2344.0
ROUND CAKE TIN VINTAGE GREEN;-0.27885027885027885
ROUND CAKE TIN VINTAGE RED;-0.14880952380952378
ROUND CONTAINER SET OF 5 RETROSPOT;-0.3570678428901491
ROUND SNACK BOXES SET OF 4 FRUITS ;-0.6644853772822751
ROUND SNACK BOXES SET OF 4 SKULLS;-0.2145922746781116
ROUND SNACK BOXES SET OF4 WOODLAND ;-0.026737619178046457
ROUND STORAGE TIN VINTAGE LEAF;-0.21052631578947367
RUBY GLASS CLUSTER BRACELET;-17.647058823529413
RUSTIC  SEVENTEEN DRAWER SIDEBOARD;-3.125
RUSTIC MIRROR WITH LACE HEART;-0.21929824561403508
RUSTIC STRAWBERRY JAM POT LARGE ;-7.172131147540984
RUSTIC STRAWBERRY JAM POT SMALL;-1.4705882352941178
RUSTIC WOODEN CABINET GLASS DOORS;-25.0
