InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Month
C560877,23064,CINDERELLA CHANDELIER ,-1,2011-07-21 15:14:00,49.95,16859.0,United Kingdom,Other,2011-07
C560880,22977,DOLLY GIRL CHILDRENS EGG CUP,-1,2011-07-21 15:39:00,1.25,15152.0,United Kingdom,"Kitchen Appliances, Toys",2011-07
C560880,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-07-21 15:39:00,2.95,15152.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-07
C560898,85066,CREAM SWEETHEART MINI CHEST,-1,2011-07-21 17:30:00,12.75,12722.0,France,"Kitchen Appliances, Home Goods, Accessories",2011-07
C560898,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,2011-07-21 17:30:00,16.95,12722.0,France,Home Goods,2011-07
C560899,84978,HANGING HEART JAR T-LIGHT HOLDER,-24,2011-07-21 17:32:00,1.25,15260.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C560902,22508,DOORSTOP RETROSPOT HEART,-4,2011-07-21 17:45:00,3.75,17593.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C560902,37340,MULTICOLOUR SPRING FLOWER MUG,-2,2011-07-21 17:45:00,0.39,17593.0,United Kingdom,"Kitchen Appliances, Home Goods, Accessories",2011-07
C560903,22178,VICTORIAN GLASS HANGING T-LIGHT,-75,2011-07-21 17:47:00,1.06,18198.0,United Kingdom,Home Goods,2011-07
C560905,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,2011-07-21 17:54:00,3.29,13468.0,United Kingdom,"Accessories, Home Goods, Gifts Jewelry",2011-07
C560907,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-3,2011-07-21 17:55:00,4.15,16875.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-07
C560909,20725,LUNCH BAG RED RETROSPOT,-1,2011-07-21 17:56:00,1.65,13590.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Accessories",2011-07
C560909,84997C,CHILDRENS CUTLERY POLKADOT BLUE,-1,2011-07-21 17:56:00,4.15,13590.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-07
C560910,21539,RED RETROSPOT BUTTER DISH,-1,2011-07-21 17:57:00,4.95,14733.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-07
C560910,22461,SAVOY ART DECO CLOCK,-5,2011-07-21 17:57:00,3.95,14733.0,United Kingdom,Home Goods,2011-07
C560912,23252,VINTAGE RED ENAMEL TRIM JUG ,-4,2011-07-21 18:05:00,3.75,14400.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C560932,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-07-22 10:29:00,2.95,15005.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-07
C560932,85024C,PINK SMALL JEWELLED PHOTOFRAME,-1,2011-07-22 10:29:00,1.65,15005.0,United Kingdom,"Size, Color",2011-07
C560932,85025C,PINK HEART SHAPE PHOTO FRAME,-1,2011-07-22 10:29:00,1.65,15005.0,United Kingdom,"Color, Home Goods",2011-07
C560987,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-07-22 13:09:00,4.25,16859.0,United Kingdom,Home Goods,2011-07
C560990,22629,SPACEBOY LUNCH BOX ,-6,2011-07-22 13:24:00,1.95,14056.0,United Kingdom,Toys,2011-07
C561012,23283,DOORMAT VINTAGE LEAF,-1,2011-07-22 16:11:00,7.95,13098.0,United Kingdom,"Home Goods, Stationary",2011-07
C561012,20725,LUNCH BAG RED RETROSPOT,-1,2011-07-22 16:11:00,1.65,13098.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Accessories",2011-07
C561013,21535,RED RETROSPOT SMALL MILK JUG,-1,2011-07-22 16:12:00,2.55,16705.0,United Kingdom,"Size, Kitchen Appliances, Color, Home Goods",2011-07
C561013,22847,BREAD BIN DINER STYLE IVORY,-1,2011-07-22 16:12:00,16.95,16705.0,United Kingdom,Accessories,2011-07
C561013,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-07-22 16:12:00,4.25,16705.0,United Kingdom,"Size, Stationary",2011-07
C561016,22400,MAGNETS PACK OF 4 HOME SWEET HOME,-1,2011-07-22 16:41:00,0.39,14056.0,United Kingdom,"Home Goods, Stationary",2011-07
C561017,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-2,2011-07-22 16:49:00,7.9,13050.0,United Kingdom,"Size, Color",2011-07
C561018,23167,SMALL CERAMIC TOP STORAGE JAR ,-3,2011-07-22 16:50:00,0.83,14916.0,United Kingdom,Size,2011-07
C561018,23165,LARGE CERAMIC TOP STORAGE JAR,-1,2011-07-22 16:50:00,1.65,14916.0,United Kingdom,Size,2011-07
C561019,21205,MULTICOLOUR 3D BALLS GARLAND,-12,2011-07-22 16:52:00,2.55,15187.0,United Kingdom,"Sports Equipment, Home Goods",2011-07
C561041,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,-1,2011-07-24 12:10:00,1.65,15708.0,United Kingdom,Home Goods,2011-07
C561041,21380,WOODEN HAPPY BIRTHDAY GARLAND,-1,2011-07-24 12:10:00,2.95,15708.0,United Kingdom,Home Goods,2011-07
C561041,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-07-24 12:10:00,3.75,15708.0,United Kingdom,Color,2011-07
C561059,21035,SET/2 RED RETROSPOT TEA TOWELS ,-100,2011-07-24 13:26:00,2.75,13802.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-07
C561059,20725,LUNCH BAG RED RETROSPOT,-100,2011-07-24 13:26:00,1.45,13802.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Accessories",2011-07
C561059,47599B,BLUE PARTY BAGS ,-50,2011-07-24 13:26:00,2.1,13802.0,United Kingdom,"Color, Home Goods, Accessories",2011-07
C561061,21906,PHARMACIE FIRST AID TIN,-1,2011-07-24 13:31:00,6.75,13097.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561069,23302,KNEELING MAT HOUSEWORK  DESIGN,-24,2011-07-24 14:50:00,1.65,16570.0,United Kingdom,Home Goods,2011-07
C561083,22983,CARD BILLBOARD FONT,-121,2011-07-24 16:20:00,0.36,13230.0,United Kingdom,Stationary,2011-07
C561104,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-07-25 11:36:00,2.95,12576.0,Poland,"Kitchen Appliances, Color, Home Goods",2011-07
C561210,23263,SET OF 3 WOODEN HEART DECORATIONS,-10,2011-07-25 16:58:00,1.25,17841.0,United Kingdom,Home Goods,2011-07
C561211,20728,LUNCH BAG CARS BLUE,-1,2011-07-25 16:58:00,1.65,15544.0,United Kingdom,"Color, Accessories",2011-07
C561212,21735,TWO DOOR CURIO CABINET,-1,2011-07-25 17:00:00,12.75,17175.0,United Kingdom,Home Goods,2011-07
C561227,84978,HANGING HEART JAR T-LIGHT HOLDER,-36,2011-07-26 10:15:00,1.06,12431.0,Australia,"Kitchen Appliances, Home Goods",2011-07
C561229,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2011-07-26 10:18:00,9.95,17096.0,United Kingdom,Home Goods,2011-07
C561229,22784,LANTERN CREAM GAZEBO ,-1,2011-07-26 10:18:00,4.95,17096.0,United Kingdom,Kitchen Appliances,2011-07
C561230,23031,DRAWER KNOB CRACKLE GLAZE PINK,-1,2011-07-26 10:19:00,1.65,14329.0,United Kingdom,"Color, Home Goods",2011-07
C561232,85053,FRENCH ENAMEL CANDLEHOLDER,-4,2011-07-26 10:21:00,2.1,16133.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561232,22429,ENAMEL MEASURING JUG CREAM,-1,2011-07-26 10:21:00,4.25,16133.0,United Kingdom,"Kitchen Appliances, Accessories",2011-07
C561232,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-07-26 10:21:00,2.95,16133.0,United Kingdom,"Kitchen Appliances, Gifts Jewelry",2011-07
C561233,85211,S/4 GROOVY CAT MAGNETS,-2,2011-07-26 10:24:00,0.79,17422.0,United Kingdom,Other,2011-07
C561233,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-3,2011-07-26 10:24:00,1.25,17422.0,United Kingdom,Home Goods,2011-07
C561233,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,2011-07-26 10:24:00,0.59,17422.0,United Kingdom,Other,2011-07
C561233,22231,JIGSAW TREE WITH BIRDHOUSE,-1,2011-07-26 10:24:00,0.59,17422.0,United Kingdom,Home Goods,2011-07
C561233,21382,SET/4 SPRING FLOWER DECORATION,-8,2011-07-26 10:24:00,0.75,17422.0,United Kingdom,"Home Goods, Accessories",2011-07
C561233,21279,VINTAGE KITCHEN PRINT FRUITS,-3,2011-07-26 10:24:00,2.55,17422.0,United Kingdom,"Kitchen Appliances, Home Goods, Stationary",2011-07
C561234,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-07-26 10:25:00,0.85,13327.0,United Kingdom,Kitchen Appliances,2011-07
C561235,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-07-26 10:27:00,3.75,13767.0,United Kingdom,Color,2011-07
C561235,21313,GLASS HEART T-LIGHT HOLDER ,-1,2011-07-26 10:27:00,0.85,13767.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561235,21314,SMALL GLASS HEART TRINKET POT,-1,2011-07-26 10:27:00,2.1,13767.0,United Kingdom,"Size, Home Goods",2011-07
C561237,23198,PANTRY MAGNETIC  SHOPPING LIST,-6,2011-07-26 10:29:00,1.45,13050.0,United Kingdom,Kitchen Appliances,2011-07
C561238,22382,LUNCH BAG SPACEBOY DESIGN ,-1,2011-07-26 10:31:00,1.65,17675.0,United Kingdom,"Toys, Home Goods, Accessories",2011-07
C561238,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-07-26 10:31:00,4.95,17675.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561239,22427,ENAMEL FLOWER JUG CREAM,-1,2011-07-26 10:32:00,5.95,,EIRE,"Kitchen Appliances, Home Goods, Accessories",2011-07
C561239,22426,ENAMEL WASH BOWL CREAM,-1,2011-07-26 10:32:00,3.75,,EIRE,Kitchen Appliances,2011-07
C561239,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-4,2011-07-26 10:32:00,0.65,,EIRE,"Kitchen Appliances, Home Goods",2011-07
C561240,84949,SILVER HANGING T-LIGHT HOLDER,-1,2011-07-26 10:33:00,1.65,17677.0,United Kingdom,"Kitchen Appliances, Home Goods, Accessories",2011-07
C561319,22609,PENS ASSORTED SPACEBALL,-36,2011-07-26 12:43:00,0.19,15106.0,United Kingdom,"Sports Equipment, Gifts Jewelry",2011-07
C561328,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-07-26 13:54:00,4.95,12471.0,Germany,Kitchen Appliances,2011-07
C561328,22423,REGENCY CAKESTAND 3 TIER,-3,2011-07-26 13:54:00,10.95,12471.0,Germany,Kitchen Appliances,2011-07
C561358,20977,36 PENCILS TUBE WOODLAND,-32,2011-07-26 15:10:00,1.25,12626.0,Germany,Other,2011-07
C561358,22303,COFFEE MUG APPLES DESIGN,-1,2011-07-26 15:10:00,2.1,12626.0,Germany,"Kitchen Appliances, Home Goods",2011-07
C561358,22634,CHILDS BREAKFAST SET SPACEBOY ,-8,2011-07-26 15:10:00,8.5,12626.0,Germany,"Toys, Home Goods",2011-07
C561370,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-07-26 16:22:00,4.95,17693.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561379,23061,VINTAGE EMBOSSED HEART,-3,2011-07-26 17:12:00,1.25,13668.0,United Kingdom,"Home Goods, Stationary",2011-07
C561380,22624,IVORY KITCHEN SCALES,-1,2011-07-26 17:12:00,8.5,17693.0,United Kingdom,"Kitchen Appliances, Home Goods, Accessories",2011-07
C561510,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-07-27 14:51:00,3.75,14534.0,United Kingdom,Color,2011-07
C561586,23110,PARISIENNE KEY CABINET ,-2,2011-07-28 10:49:00,5.75,14243.0,United Kingdom,Accessories,2011-07
C561587,22843,BISCUIT TIN VINTAGE GREEN,-1,2011-07-28 10:50:00,6.75,17649.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561588,15056N,EDWARDIAN PARASOL NATURAL,-2,2011-07-28 10:53:00,5.95,15781.0,United Kingdom,Other,2011-07
C561589,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-07-28 10:57:00,2.95,16133.0,United Kingdom,"Home Goods, Stationary",2011-07
C561589,22960,JAM MAKING SET WITH JARS,-1,2011-07-28 10:57:00,4.25,16133.0,United Kingdom,Home Goods,2011-07
C561589,23249,VINTAGE RED ENAMEL TRIM PLATE,-1,2011-07-28 10:57:00,1.65,16133.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561589,23251,VINTAGE RED ENAMEL TRIM MUG ,-3,2011-07-28 10:57:00,1.25,16133.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561590,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,2011-07-28 11:16:00,12.75,18268.0,United Kingdom,"Stationary, Home Goods, Gifts Jewelry",2011-07
C561591,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-07-28 11:17:00,9.95,15708.0,United Kingdom,Other,2011-07
C561594,21090,SET/6 COLLAGE PAPER PLATES,-12,2011-07-28 11:22:00,0.39,17671.0,United Kingdom,"Home Goods, Stationary",2011-07
C561594,23252,VINTAGE RED ENAMEL TRIM JUG ,-16,2011-07-28 11:22:00,3.75,17671.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561594,23251,VINTAGE RED ENAMEL TRIM MUG ,-24,2011-07-28 11:22:00,1.25,17671.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561594,23250,VINTAGE RED TRIM ENAMEL BOWL ,-24,2011-07-28 11:22:00,1.25,17671.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561594,23249,VINTAGE RED ENAMEL TRIM PLATE,-24,2011-07-28 11:22:00,1.65,17671.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-07
C561596,23245,SET OF 3 REGENCY CAKE TINS,-3,2011-07-28 11:23:00,4.95,16558.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561596,22464,HANGING METAL HEART LANTERN,-1,2011-07-28 11:23:00,1.65,16558.0,United Kingdom,Home Goods,2011-07
C561596,22231,JIGSAW TREE WITH BIRDHOUSE,-4,2011-07-28 11:23:00,0.59,16558.0,United Kingdom,Home Goods,2011-07
C561598,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-07-28 11:27:00,4.95,13109.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561604,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,2011-07-28 12:08:00,4.95,18223.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561606,21314,SMALL GLASS HEART TRINKET POT,-1,2011-07-28 12:10:00,2.1,13420.0,United Kingdom,"Size, Home Goods",2011-07
C561608,23296,SET OF 6 TEA TIME BAKING CASES,-4,2011-07-28 12:19:00,1.25,15827.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561608,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-07-28 12:19:00,4.95,15827.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561608,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-28 12:19:00,12.75,15827.0,United Kingdom,Kitchen Appliances,2011-07
C561612,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2011-07-28 12:36:00,1.25,17054.0,United Kingdom,Other,2011-07
C561613,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2011-07-28 12:46:00,1.25,14194.0,United Kingdom,Home Goods,2011-07
C561613,21623,VINTAGE UNION JACK MEMOBOARD,-1,2011-07-28 12:46:00,9.95,14194.0,United Kingdom,"Accessories, Home Goods, Stationary",2011-07
C561613,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2011-07-28 12:46:00,4.25,14194.0,United Kingdom,"Color, Home Goods",2011-07
C561619,23170,REGENCY TEA PLATE ROSES ,-2,2011-07-28 13:31:00,1.65,13408.0,United Kingdom,"Kitchen Appliances, Gifts Jewelry",2011-07
C561620,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-07-28 13:40:00,4.95,15845.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561621,85066,CREAM SWEETHEART MINI CHEST,-1,2011-07-28 13:41:00,12.75,12722.0,France,"Kitchen Appliances, Home Goods, Accessories",2011-07
C561621,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,2011-07-28 13:41:00,16.95,12722.0,France,Home Goods,2011-07
C561622,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-07-28 13:42:00,4.95,16572.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-07
C561623,23194,GYMKHANA TREASURE BOOK BOX,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom,Stationary,2011-07
C561623,23176,ABC TREASURE BOOK BOX ,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom,Stationary,2011-07
C561649,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-48,2011-07-28 15:27:00,0.29,15746.0,United Kingdom,Home Goods,2011-07
C561681,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,2011-07-28 19:14:00,12.75,15370.0,United Kingdom,"Stationary, Home Goods, Gifts Jewelry",2011-07
C561682,21257,VICTORIAN SEWING BOX MEDIUM,-7,2011-07-28 19:27:00,6.95,13631.0,United Kingdom,Size,2011-07
C561684,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-28 19:36:00,12.75,13136.0,United Kingdom,Kitchen Appliances,2011-07
C561684,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-07-28 19:36:00,3.75,13136.0,United Kingdom,Color,2011-07
C561703,23111,PARISIENNE SEWING BOX,-1,2011-07-29 11:07:00,12.5,12709.0,Germany,Other,2011-07
C561703,20685,DOORMAT RED RETROSPOT,-1,2011-07-29 11:07:00,6.75,12709.0,Germany,"Kitchen Appliances, Color, Home Goods",2011-07
C561703,21658,GLASS  BEURRE DISH,-1,2011-07-29 11:07:00,3.39,12709.0,Germany,Home Goods,2011-07
C561703,22504,CABIN BAG VINTAGE RETROSPOT,-2,2011-07-29 11:07:00,29.95,12709.0,Germany,"Kitchen Appliances, Accessories, Home Goods, Stationary",2011-07
C561725,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-1,2011-07-29 12:10:00,1.25,17841.0,United Kingdom,"Color, Home Goods",2011-07
C561793,22461,SAVOY ART DECO CLOCK,-3,2011-07-29 13:08:00,3.95,14414.0,United Kingdom,Home Goods,2011-07
C561810,15056BL,EDWARDIAN PARASOL BLACK,-120,2011-07-29 15:12:00,4.95,14145.0,United Kingdom,Color,2011-07
C561886,85061W,WHITE JEWELLED HEART DECORATION,-5,2011-07-31 13:20:00,0.85,15532.0,United Kingdom,"Color, Home Goods",2011-07
C561966,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2011-08-01 13:11:00,4.13,,United Kingdom,"Accessories, Home Goods, Stationary",2011-08
C562016,21650,ASSORTED TUTTI FRUTTI BRACELET,-24,2011-08-01 14:12:00,0.19,14738.0,United Kingdom,"Accessories, Gifts Jewelry",2011-08
C562020,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,2011-08-01 15:13:00,1.65,16774.0,United Kingdom,"Color, Home Goods",2011-08
C562022,22960,JAM MAKING SET WITH JARS,-2,2011-08-01 15:39:00,3.75,17389.0,United Kingdom,Home Goods,2011-08
C562030,84595E,LARGE TORTILLA DESIGN RED BOWL,-1,2011-08-01 17:03:00,3.29,,United Kingdom,"Size, Color, Home Goods",2011-08
C562041,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2011-08-02 10:05:00,3.75,15120.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562048,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-02 11:19:00,1.65,13534.0,United Kingdom,"Color, Home Goods, Accessories",2011-08
C562048,23209,LUNCH BAG DOILEY PATTERN ,-1,2011-08-02 11:19:00,1.65,13534.0,United Kingdom,Accessories,2011-08
C562051,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-02 11:58:00,12.75,15602.0,United Kingdom,Kitchen Appliances,2011-08
C562097,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-08-02 13:19:00,5.95,15311.0,United Kingdom,"Color, Home Goods",2011-08
C562097,20724,RED RETROSPOT CHARLOTTE BAG,-1,2011-08-02 13:19:00,0.72,15311.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Accessories",2011-08
C562097,23199,JUMBO BAG APPLES,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,Accessories,2011-08
C562097,20712,JUMBO BAG WOODLAND ANIMALS,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,Accessories,2011-08
C562097,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-02 13:19:00,1.45,15311.0,United Kingdom,"Color, Home Goods, Accessories",2011-08
C562097,75049L,LARGE CIRCULAR MIRROR MOBILE,-3,2011-08-02 13:19:00,0.85,15311.0,United Kingdom,"Size, Home Goods",2011-08
C562097,22197,POPCORN HOLDER,-1,2011-08-02 13:19:00,0.72,15311.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562097,85099B,JUMBO BAG RED RETROSPOT,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Accessories",2011-08
C562097,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2011-08-02 13:19:00,8.5,15311.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562110,22655,VINTAGE RED KITCHEN CABINET,-1,2011-08-02 15:46:00,125.0,16316.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-08
C562111,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-1,2011-08-02 15:48:00,3.75,15125.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562115,21429,RED GINGHAM ROSE JEWELLERY BOX,-5,2011-08-02 16:17:00,1.95,17696.0,United Kingdom,"Color, Gifts Jewelry",2011-08
C562116,21931,JUMBO STORAGE BAG SUKI,-1,2011-08-02 16:19:00,2.08,15810.0,United Kingdom,Accessories,2011-08
C562117,20712,JUMBO BAG WOODLAND ANIMALS,-2,2011-08-02 16:20:00,2.08,16628.0,United Kingdom,Accessories,2011-08
C562117,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-08-02 16:20:00,0.85,16628.0,United Kingdom,"Color, Home Goods, Accessories",2011-08
C562118,47594A,CAROUSEL DESIGN WASHBAG,-5,2011-08-02 16:23:00,1.95,12457.0,Switzerland,"Home Goods, Accessories",2011-08
C562119,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,2011-08-02 16:26:00,1.65,13505.0,Switzerland,"Color, Home Goods",2011-08
C562119,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-08-02 16:26:00,4.95,13505.0,Switzerland,"Kitchen Appliances, Home Goods",2011-08
C562119,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2011-08-02 16:26:00,2.95,13505.0,Switzerland,"Kitchen Appliances, Gifts Jewelry",2011-08
C562121,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-02 17:15:00,14.95,16523.0,United Kingdom,Accessories,2011-08
C562121,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-08-02 17:15:00,9.95,16523.0,United Kingdom,"Size, Kitchen Appliances, Home Goods",2011-08
C562122,23182,TOILET SIGN OCCUPIED OR VACANT,-9,2011-08-02 17:18:00,0.83,14857.0,United Kingdom,Kitchen Appliances,2011-08
C562124,23168,CLASSIC CAFE SUGAR DISPENSER,-1,2011-08-02 17:23:00,1.04,13081.0,United Kingdom,Home Goods,2011-08
C562124,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-08
C562124,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,"Kitchen Appliances, Color",2011-08
C562124,15034,PAPER POCKET TRAVELING FAN ,-23,2011-08-02 17:23:00,0.07,13081.0,United Kingdom,"cooling appliance, Stationary",2011-08
C562124,15044C,PURPLE PAPER PARASOL,-2,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,"Color, Stationary",2011-08
C562124,15058A,BLUE POLKADOT GARDEN PARASOL,-1,2011-08-02 17:23:00,6.75,13081.0,United Kingdom,"Color, Home Goods",2011-08
C562124,22200,FRYING PAN PINK POLKADOT,-4,2011-08-02 17:23:00,3.75,13081.0,United Kingdom,"Color, Home Goods",2011-08
C562126,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562126,21533,RETROSPOT LARGE MILK JUG,-2,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,"Size, Kitchen Appliances, Home Goods",2011-08
C562139,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-08-03 10:10:00,1.25,12921.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562139,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2011-08-03 10:10:00,4.95,12921.0,United Kingdom,"Size, Stationary",2011-08
C562139,21313,GLASS HEART T-LIGHT HOLDER ,-4,2011-08-03 10:10:00,0.85,12921.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-08
C562142,23163,REGENCY SUGAR TONGS,-7,2011-08-03 10:37:00,2.08,15189.0,United Kingdom,Other,2011-08
C562144,21643,ASSORTED TUTTI FRUTTI MIRROR,-12,2011-08-03 10:43:00,1.25,12757.0,Portugal,"Home Goods, Gifts Jewelry",2011-08
C562147,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-08-03 10:47:00,4.95,16180.0,United Kingdom,Kitchen Appliances,2011-08
C562147,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,"Kitchen Appliances, Gifts Jewelry",2011-08
C562147,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,Color,2011-08
C562147,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,"Home Goods, Accessories",2011-08
C562147,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-03 10:47:00,1.25,16180.0,United Kingdom,Other,2011-08
C562147,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,Home Goods,2011-08
C562147,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,"Kitchen Appliances, Color",2011-08
C562149,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,"Accessories, Home Goods, Stationary",2011-08
C562149,23204,CHARLOTTE BAG APPLES DESIGN,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,"Home Goods, Accessories",2011-08
