Category,InvoiceDate,Quantity,TotalValue
Sales,2011-07-15 11:45,45,118.71
Sales,2011-07-15 11:48,335,359.95
Sales,2011-07-15 11:49,54,52.980000000000004
Sales,2011-07-15 11:50,744,542.4
Sales,2011-07-15 11:57,27,113.06
Sales,2011-07-15 12:05,1,550.94
Sales,2011-07-15 12:10,144,322.2
Sales,2011-07-15 12:33,74,168.20000000000002
Sales,2011-07-15 12:45,16,60.0
Sales,2011-07-15 12:58,144,358.56000000000006
Sales,2011-07-15 12:59,24,30.0
Sales,2011-07-15 13:09,86,329.30000000000007
Sales,2011-07-15 13:10,119,776.0500000000001
Sales,2011-07-15 13:13,286,472.81
Sales,2011-07-15 13:17,36,154.20000000000002
Sales,2011-07-15 13:55,10,16.5
Sales,2011-07-15 13:57,123,410.84999999999997
Sales,2011-07-15 14:05,630,1246.32
Sales,2011-07-15 14:20,20,107.39999999999999
Sales,2011-07-15 14:34,297,561.06
Sales,2011-07-15 14:58,120,187.92000000000002
Sales,2011-07-15 15:11,1,0.79
Sales,2011-07-15 15:28,165,231.39
Sales,2011-07-15 15:32,73,187.39
Sales,2011-07-15 16:06,248,400.76
Sales,2011-07-15 16:27,930,2929.35
Sales,2011-07-15 17:29,731,307.41
Sales,2011-07-17 10:39,114,155.3
Sales,2011-07-17 10:53,107,345.23
Sales,2011-07-17 10:55,133,250.95
Sales,2011-07-17 11:08,114,238.4
Sales,2011-07-17 11:10,477,247.44
Sales,2011-07-17 11:21,1104,1885.1
Sales,2011-07-17 11:26,130,224.98000000000002
Sales,2011-07-17 11:27,13,49.550000000000004
Sales,2011-07-17 11:41,208,307.5
Sales,2011-07-17 11:50,751,1242.3799999999999
Sales,2011-07-17 11:59,96,216.37
Sales,2011-07-17 12:02,42,80.7
Sales,2011-07-17 12:14,243,268.76
Sales,2011-07-17 12:15,213,235.96
Sales,2011-07-17 12:17,328,1353.1000000000001
Sales,2011-07-17 12:18,34,111.9
Sales,2011-07-17 12:24,330,438.76
Sales,2011-07-17 12:26,236,201.25
Sales,2011-07-17 12:31,117,259.79
Sales,2011-07-17 12:32,219,394.88
Sales,2011-07-17 12:35,61,115.87
Sales,2011-07-17 12:52,199,535.59
Sales,2011-07-17 13:07,322,236.94
Sales,2011-07-17 13:08,380,783.9
Sales,2011-07-17 13:24,68,140.76
Sales,2011-07-17 13:25,703,810.09
Sales,2011-07-17 13:26,152,482.8
Sales,2011-07-17 13:29,723,541.4300000000001
Sales,2011-07-17 13:32,70,171.44
Sales,2011-07-17 13:35,138,207.16
Sales,2011-07-17 13:40,162,368.18
Sales,2011-07-17 13:41,76,89.26
Sales,2011-07-17 13:46,156,417.38
Sales,2011-07-17 13:48,499,413.38
Sales,2011-07-17 13:54,66,338.70000000000005
Sales,2011-07-17 14:05,32,129.5
Sales,2011-07-17 14:07,103,211.69
Sales,2011-07-17 14:32,76,148.16000000000003
Sales,2011-07-17 14:42,99,131.73
Sales,2011-07-17 14:51,204,355.57
Sales,2011-07-17 14:56,47,150.1
Sales,2011-07-17 14:59,210,372.3
Sales,2011-07-17 15:00,65,91.73
Sales,2011-07-17 15:08,4,15.0
Sales,2011-07-17 15:11,110,108.44
Sales,2011-07-17 15:24,54,114.14
Sales,2011-07-17 15:45,93,173.39
Sales,2011-07-17 15:47,63,173.65
Sales,2011-07-17 15:50,1002,705.3000000000001
Sales,2011-07-17 15:59,98,152.68
Sales,2011-07-18 08:21,100,277.12
Sales,2011-07-18 08:32,151,277.07
Sales,2011-07-18 09:15,134,204.54
Sales,2011-07-18 09:21,382,675.7
Sales,2011-07-18 09:38,236,898.44
Sales,2011-07-18 09:49,43,115.49
Sales,2011-07-18 10:05,354,563.4200000000001
Sales,2011-07-18 10:17,121,894.54
Sales,2011-07-18 10:19,46,321.45
Sales,2011-07-18 10:20,116,675.17
Sales,2011-07-18 10:21,398,957.18
Sales,2011-07-18 10:22,8,51.0
Sales,2011-07-18 10:26,90,645.35
Sales,2011-07-18 10:28,676,747.78
Sales,2011-07-18 10:29,1202,800.46
Sales,2011-07-18 10:43,6,47.7
Sales,2011-07-18 10:49,151,241.95000000000002
Sales,2011-07-18 11:37,17,114.55
Sales,2011-07-18 11:41,97,333.11
Sales,2011-07-18 11:42,84,183.5
Sales,2011-07-18 11:47,298,337.43
Sales,2011-07-18 11:55,2160,3949.32
Sales,2011-07-18 11:58,179,272.81
Sales,2011-07-18 11:59,138,150.78
Sales,2011-07-18 12:05,83,131.5
Sales,2011-07-18 12:15,480,1585.94
Sales,2011-07-18 12:19,451,487.96999999999997
Sales,2011-07-18 12:20,1,12.75
Sales,2011-07-18 12:25,384,728.0600000000001
Sales,2011-07-18 12:30,1,4287.63
Sales,2011-07-18 12:42,160,378.16
Sales,2011-07-18 12:49,12,119.39999999999999
Sales,2011-07-18 12:52,143,314.15000000000003
Sales,2011-07-18 12:53,147,310.49
Sales,2011-07-18 13:00,109,179.41
Sales,2011-07-18 13:30,430,217.6
Sales,2011-07-18 13:33,466,470.84
Sales,2011-07-18 13:35,310,556.58
Sales,2011-07-18 14:04,204,364.14
Sales,2011-07-18 14:10,838,1734.58
Sales,2011-07-18 14:28,287,530.47
Sales,2011-07-18 14:29,1,550.64
Sales,2011-07-18 14:32,132,207.94
Sales,2011-07-18 14:33,1,550.64
Sales,2011-07-18 14:36,136,304.52
Sales,2011-07-18 14:40,28,21.72
Sales,2011-07-18 14:56,108,147.18
Sales,2011-07-18 15:03,1,717.23
Sales,2011-07-18 15:13,1,1592.49
Sales,2011-07-18 15:14,162,300.18
Sales,2011-07-18 15:15,200,370.1
Sales,2011-07-18 15:23,1,611.86
Sales,2011-07-18 15:39,198,484.1
Sales,2011-07-18 15:49,582,1721.77
Sales,2011-07-18 15:56,1193,2953.59
Sales,2011-07-18 16:05,100,218.62
Sales,2011-07-18 16:06,1,294.92
Sales,2011-07-18 16:08,1,705.45
Sales,2011-07-18 16:57,24,165.20000000000002
Sales,2011-07-18 16:59,36,120.23
Sales,2011-07-18 17:10,202,201.96
Sales,2011-07-18 17:15,308,445.74
Sales,2011-07-19 09:08,5726,11134.34
Sales,2011-07-19 09:10,496,532.3199999999999
Sales,2011-07-19 09:24,229,525.03
Sales,2011-07-19 09:29,352,576.0
Sales,2011-07-19 09:31,220,335.09999999999997
Sales,2011-07-19 09:49,72,90.0
Sales,2011-07-19 09:50,762,1527.0
Sales,2011-07-19 09:51,33,99.6
Sales,2011-07-19 09:52,868,1198.3799999999999
Sales,2011-07-19 10:06,84,224.3
Sales,2011-07-19 10:40,37,220.15
Sales,2011-07-19 10:42,174,483.02000000000004
Sales,2011-07-19 10:49,350,355.53999999999996
Sales,2011-07-19 10:51,121,179.05
Sales,2011-07-19 11:03,371,460.14
Sales,2011-07-19 11:08,144,223.06
Sales,2011-07-19 11:40,166,362.82
Sales,2011-07-19 11:47,3089,4406.61
Sales,2011-07-19 11:56,48,64.8
Sales,2011-07-19 11:57,372,470.95
Sales,2011-07-19 12:10,257,390.98
Sales,2011-07-19 12:13,367,242.91
Sales,2011-07-19 12:15,81,123.15
Sales,2011-07-19 12:19,848,1142.97
Sales,2011-07-19 12:37,25,60.650000000000006
Sales,2011-07-19 12:38,96,337.65
Sales,2011-07-19 12:39,241,614.2
Sales,2011-07-19 12:42,42,121.38000000000001
Sales,2011-07-19 12:43,188,653.9
Sales,2011-07-19 12:47,50,109.01
Sales,2011-07-19 12:54,505,750.93
Sales,2011-07-19 12:58,83,126.35
Sales,2011-07-19 13:01,328,474.09000000000003
Sales,2011-07-19 13:05,25,110.23
Sales,2011-07-19 13:34,91,185.55
Sales,2011-07-19 13:45,194,431.66
Sales,2011-07-19 13:57,741,3342.95
Sales,2011-07-19 14:03,248,554.84
Sales,2011-07-19 14:04,334,557.6800000000001
Sales,2011-07-19 14:28,40,36.56
Sales,2011-07-19 14:29,464,729.0699999999999
Sales,2011-07-19 14:47,1,112.35
Sales,2011-07-19 14:58,1,106.4
Sales,2011-07-19 14:59,110,202.07
Sales,2011-07-19 15:07,173,471.27000000000004
Sales,2011-07-19 15:13,241,566.13
Sales,2011-07-19 15:23,2565,8801.51
Sales,2011-07-19 15:29,1074,611.76
Sales,2011-07-19 15:30,291,49.470000000000006
Sales,2011-07-19 15:38,32,112.74
Sales,2011-07-19 15:48,96,667.2
Sales,2011-07-19 15:49,10,60.0
Sales,2011-07-19 15:55,812,1292.31
Sales,2011-07-19 16:28,1,1.65
Sales,2011-07-19 16:36,296,557.6800000000001
Sales,2011-07-19 16:45,868,814.48
Sales,2011-07-19 16:48,172,186.20000000000002
Sales,2011-07-19 16:54,128,326.4
Sales,2011-07-19 17:02,63,310.45
Sales,2011-07-19 17:04,3186,191.16
Sales,2011-07-19 17:17,95,176.68
Sales,2011-07-20 08:48,222,336.36
Sales,2011-07-20 08:59,173,300.65
Sales,2011-07-20 09:23,248,464.71999999999997
Sales,2011-07-20 09:30,712,611.24
Sales,2011-07-20 10:08,321,293.07
Sales,2011-07-20 10:15,59,301.52
Sales,2011-07-20 10:51,669,1021.12
Sales,2011-07-20 10:59,64,313.76
Sales,2011-07-20 11:00,36,111.96
Sales,2011-07-20 11:07,174,329.65
Sales,2011-07-20 11:22,357,460.39
Sales,2011-07-20 11:28,581,2365.91
Sales,2011-07-20 11:33,175,710.25
Sales,2011-07-20 11:38,430,918.29
Sales,2011-07-20 11:42,1,451.42
Sales,2011-07-20 11:50,207,385.57
Sales,2011-07-20 11:54,89,153.34
Sales,2011-07-20 11:55,114,312.9
Sales,2011-07-20 12:00,634,1002.8
Sales,2011-07-20 12:01,121,230.22
Sales,2011-07-20 12:05,457,835.65
Sales,2011-07-20 12:08,556,785.0
Sales,2011-07-20 12:14,45,111.49000000000001
Sales,2011-07-20 12:16,368,227.92000000000002
Sales,2011-07-20 12:29,213,664.83
Sales,2011-07-20 12:38,108,157.71
Sales,2011-07-20 12:45,265,299.28
Sales,2011-07-20 12:51,10,26.02
Sales,2011-07-20 12:58,114,193.23
Sales,2011-07-20 13:06,76,116.13
Sales,2011-07-20 13:09,56,160.8
Sales,2011-07-20 13:10,20,26.25
Sales,2011-07-20 13:21,47,132.95000000000002
Sales,2011-07-20 13:26,600,1532.76
Sales,2011-07-20 13:30,1005,1682.5900000000001
Sales,2011-07-20 13:31,2,17.0
Sales,2011-07-20 13:32,24,29.759999999999998
Sales,2011-07-20 13:53,316,385.0
Sales,2011-07-20 13:55,464,534.34
Sales,2011-07-20 13:56,54,59.699999999999996
Sales,2011-07-20 14:16,128,102.83
Sales,2011-07-20 14:33,148,126.58
Sales,2011-07-20 14:38,154,348.29
Sales,2011-07-20 14:39,3237,5433.57
Sales,2011-07-20 14:54,168,163.68
Sales,2011-07-20 14:55,196,341.03
Sales,2011-07-20 14:58,360,990.0
Sales,2011-07-20 15:33,190,345.14
Sales,2011-07-20 15:44,139,312.9
Sales,2011-07-20 15:56,496,310.82
Sales,2011-07-20 16:00,141,343.35
Sales,2011-07-20 16:12,1345,3105.08
Sales,2011-07-20 16:17,847,2330.17
Sales,2011-07-20 17:24,1,1.25
Sales,2011-07-21 08:44,341,408.25
Sales,2011-07-21 09:30,239,1581.57
Sales,2011-07-21 09:31,128,806.67
Sales,2011-07-21 09:43,155,353.02
Sales,2011-07-21 10:10,317,337.93
Sales,2011-07-21 10:24,335,676.8
Sales,2011-07-21 10:29,168,902.4
Sales,2011-07-21 10:30,133,116.81
Sales,2011-07-21 10:32,110,685.5
Sales,2011-07-21 10:44,376,600.1800000000001
Sales,2011-07-21 10:59,127,146.66
Sales,2011-07-21 11:17,11,109.44999999999999
Sales,2011-07-21 11:23,77,134.57
Sales,2011-07-21 11:30,418,512.94
Sales,2011-07-21 11:42,73,252.45
Sales,2011-07-21 11:55,2316,1088.86
Sales,2011-07-21 12:00,184,283.12
Sales,2011-07-21 12:14,66,205.66
Sales,2011-07-21 12:15,204,484.40000000000003
Sales,2011-07-21 12:23,23,121.54
Sales,2011-07-21 12:25,2169,2569.55
Sales,2011-07-21 12:27,60,99.0
Sales,2011-07-21 12:28,24,74.88
Sales,2011-07-21 12:29,202,301.26
Sales,2011-07-21 12:33,260,460.7
Sales,2011-07-21 12:46,300,473.09999999999997
Sales,2011-07-21 13:06,431,421.7
Sales,2011-07-21 13:25,100,295.79999999999995
Sales,2011-07-21 13:28,37,87.30000000000001
Sales,2011-07-21 13:37,130,196.0
Sales,2011-07-21 13:48,209,287.83
Sales,2011-07-21 13:53,72,127.83
Sales,2011-07-21 13:54,680,475.36
Sales,2011-07-21 14:00,4,31.8
Sales,2011-07-21 14:14,23,82.92
Sales,2011-07-21 14:34,314,375.26
Sales,2011-07-21 14:40,10,20.8
Sales,2011-07-21 14:41,269,338.03
Sales,2011-07-21 14:52,309,563.07
Sales,2011-07-21 15:12,294,606.46
Sales,2011-07-21 15:14,522,1159.06
Sales,2011-07-21 15:16,138,201.18
Sales,2011-07-21 15:23,62,64.02
Sales,2011-07-21 15:45,18,56.3
Sales,2011-07-21 15:47,148,312.59000000000003
Sales,2011-07-21 16:10,793,452.71000000000004
Sales,2011-07-21 16:12,600,890.0
Sales,2011-07-21 16:20,206,189.26
Sales,2011-07-21 16:27,100,675.0
Sales,2011-07-21 16:28,944,2064.8
Sales,2011-07-21 16:33,138,352.46000000000004
Sales,2011-07-21 17:02,262,254.38
Sales,2011-07-21 17:08,704,1187.7
Sales,2011-07-21 17:09,269,751.75
Sales,2011-07-21 17:12,841,1021.9200000000001
Sales,2011-07-21 17:26,173,440.23
Sales,2011-07-21 17:33,3,3.79
Sales,2011-07-21 17:39,304,746.5699999999999
Sales,2011-07-21 17:55,52,173.8
Sales,2011-07-21 17:56,80,86.24
Sales,2011-07-21 18:00,23,41.1
Sales,2011-07-21 18:07,1,4.25
Sales,2011-07-21 18:08,130,310.93
Sales,2011-07-21 18:19,385,634.24
Sales,2011-07-21 18:21,109,833.85
Sales,2011-07-21 18:27,567,813.89
Sales,2011-07-21 18:31,100,430.0
Sales,2011-07-21 18:36,149,385.52
Sales,2011-07-21 19:17,313,322.67
Sales,2011-07-21 19:34,147,260.9
Sales,2011-07-22 09:01,472,647.9200000000001
Sales,2011-07-22 09:02,336,1665.1999999999998
Sales,2011-07-22 09:20,1561,3814.99
Sales,2011-07-22 09:55,202,572.9300000000001
Sales,2011-07-22 10:00,266,425.96
Sales,2011-07-22 10:06,27,53.79
Sales,2011-07-22 10:23,420,325.44
Sales,2011-07-22 10:25,52,175.04999999999998
Sales,2011-07-22 10:48,272,374.28
Sales,2011-07-22 10:52,130,218.56
Sales,2011-07-22 11:16,324,1584.36
Sales,2011-07-22 11:31,134,164.92
Sales,2011-07-22 11:44,138,438.5
Sales,2011-07-22 11:55,275,508.25
Sales,2011-07-22 11:56,100,167.4
Sales,2011-07-22 12:08,126,83.7
Sales,2011-07-22 12:09,308,422.40000000000003
Sales,2011-07-22 12:20,446,480.62
Sales,2011-07-22 12:21,372,310.36
Sales,2011-07-22 12:41,88,318.8
Sales,2011-07-22 13:17,62,356.0
Sales,2011-07-22 13:20,346,748.14
Sales,2011-07-22 13:29,586,890.0699999999999
Sales,2011-07-22 13:31,70,224.94
Sales,2011-07-22 13:32,6,20.1
Sales,2011-07-22 13:35,20,38.16
Sales,2011-07-22 13:48,6,5.84
Sales,2011-07-22 13:53,465,685.1
Sales,2011-07-22 13:59,426,768.02
Sales,2011-07-22 14:07,110,214.62
Sales,2011-07-22 14:13,46,62.5
Sales,2011-07-22 14:16,2,3.3
Sales,2011-07-22 14:23,149,311.07
Sales,2011-07-22 14:39,96,325.44
Sales,2011-07-22 14:41,4,23.8
Sales,2011-07-22 14:47,89,304.87
Sales,2011-07-22 14:53,86,134.44
Sales,2011-07-22 15:02,232,469.90000000000003
Sales,2011-07-22 15:21,520,649.46
Sales,2011-07-22 15:43,96,185.70000000000002
Sales,2011-07-22 16:03,484,489.6
Sales,2011-07-22 16:04,182,149.48
Sales,2011-07-22 17:21,146,310.88
Sales,2011-07-24 10:03,61,320.71
Sales,2011-07-24 10:24,266,282.66
Sales,2011-07-24 10:30,144,354.24
Sales,2011-07-24 10:35,263,693.37
Sales,2011-07-24 10:37,93,196.28
Sales,2011-07-24 10:49,177,178.81
Sales,2011-07-24 10:54,778,1468.3600000000001
Sales,2011-07-24 11:06,228,319.85
Sales,2011-07-24 11:25,385,678.8
Sales,2011-07-24 11:32,412,307.8
Sales,2011-07-24 11:37,62,390.7
Sales,2011-07-24 11:40,319,383.12
Sales,2011-07-24 11:45,146,209.35
Sales,2011-07-24 11:52,96,244.79999999999998
Sales,2011-07-24 11:54,160,301.39
Sales,2011-07-24 11:55,472,612.1
Sales,2011-07-24 11:58,20,112.0
Sales,2011-07-24 12:02,598,452.42
Sales,2011-07-24 12:05,214,505.46
Sales,2011-07-24 12:18,256,361.21999999999997
Sales,2011-07-24 12:20,234,632.13
Sales,2011-07-24 12:26,122,357.4
Sales,2011-07-24 12:29,183,124.71
Sales,2011-07-24 12:33,340,452.0
Sales,2011-07-24 12:46,1368,194.48
Sales,2011-07-24 12:51,384,761.76
Sales,2011-07-24 13:03,216,147.12
Sales,2011-07-24 13:06,466,403.05
Sales,2011-07-24 13:11,3312,7138.12
Sales,2011-07-24 13:12,624,711.84
Sales,2011-07-24 13:13,1014,750.22
Sales,2011-07-24 13:14,480,201.6
Sales,2011-07-24 13:17,120,133.76
Sales,2011-07-24 13:18,5,11.22
Sales,2011-07-24 13:26,78,373.1
Sales,2011-07-24 13:30,178,229.14
Sales,2011-07-24 13:56,6,19.5
Sales,2011-07-24 14:12,120,174.0
Sales,2011-07-24 14:16,17,136.60000000000002
Sales,2011-07-24 14:18,15,101.05
Sales,2011-07-24 14:21,296,206.25
Sales,2011-07-24 14:26,84,99.96
Sales,2011-07-24 14:33,291,501.14
Sales,2011-07-24 15:23,57,136.65
Sales,2011-07-24 15:39,561,824.55
Sales,2011-07-24 15:46,726,1408.06
Sales,2011-07-24 15:51,116,185.0
Sales,2011-07-24 15:52,152,402.08000000000004
Sales,2011-07-24 15:53,399,868.49
Sales,2011-07-24 16:05,94,197.9
Sales,2011-07-24 16:12,250,386.6
Sales,2011-07-24 16:13,92,302.54
Sales,2011-07-24 16:15,108,148.96
Sales,2011-07-24 16:18,12,5.04
Sales,2011-07-25 08:50,281,265.27
Sales,2011-07-25 09:26,551,929.53
Sales,2011-07-25 09:48,214,261.41999999999996
Sales,2011-07-25 09:50,69,168.85000000000002
Sales,2011-07-25 09:55,94,398.42
Sales,2011-07-25 09:58,195,288.5
Sales,2011-07-25 10:01,649,1358.3899999999999
Sales,2011-07-25 10:04,410,513.64
Sales,2011-07-25 10:19,181,449.73
Sales,2011-07-25 10:28,156,273.8
Sales,2011-07-25 10:47,196,397.2
Sales,2011-07-25 10:56,193,558.49
Sales,2011-07-25 11:01,499,517.4300000000001
Sales,2011-07-25 11:05,336,241.92
Sales,2011-07-25 11:17,241,376.24
Sales,2011-07-25 11:36,195,414.25
Sales,2011-07-25 11:37,267,520.23
Sales,2011-07-25 11:43,212,298.2
Sales,2011-07-25 11:49,376,734.0
Sales,2011-07-25 11:53,34,124.44
Sales,2011-07-25 12:09,836,822.86
Sales,2011-07-25 12:12,531,547.3
Sales,2011-07-25 12:22,411,856.0
Sales,2011-07-25 12:25,37,127.95000000000002
Sales,2011-07-25 12:34,71,233.51
Sales,2011-07-25 12:50,90,187.20000000000002
Sales,2011-07-25 12:58,254,531.96
Sales,2011-07-25 12:59,197,331.74
Sales,2011-07-25 13:00,105,126.75
Sales,2011-07-25 13:06,674,317.82
Sales,2011-07-25 13:16,195,150.85
Sales,2011-07-25 13:28,13,101.15
Sales,2011-07-25 13:37,93,113.95
Sales,2011-07-25 13:42,228,299.4
Sales,2011-07-25 13:45,163,441.14
Sales,2011-07-25 13:46,78,87.4
Sales,2011-07-25 13:54,332,617.54
Sales,2011-07-25 13:57,572,564.03
Sales,2011-07-25 14:35,189,457.69
Sales,2011-07-25 14:45,50,337.5
Sales,2011-07-25 15:01,49,95.28
Sales,2011-07-25 15:08,36,111.25
Sales,2011-07-25 15:14,114,135.0
Sales,2011-07-25 15:17,316,311.76
Sales,2011-07-25 15:22,155,451.13
Sales,2011-07-25 15:48,231,200.47
Sales,2011-07-25 16:18,67,302.71000000000004
Sales,2011-07-25 16:20,2,7.040000000000001
Sales,2011-07-25 16:39,2924,2007.3999999999999
Sales,2011-07-25 16:57,661,2511.4
Sales,2011-07-25 17:00,379,1412.75
Sales,2011-07-25 17:04,8,120.0
Sales,2011-07-25 17:09,382,1685.6399999999999
Sales,2011-07-25 17:11,308,1191.6299999999999
Sales,2011-07-26 08:51,380,301.2
Sales,2011-07-26 09:20,277,427.23
Sales,2011-07-26 09:23,110,214.82
Sales,2011-07-26 09:27,646,491.0
Sales,2011-07-26 09:51,141,152.66
Sales,2011-07-26 09:55,500,895.0
Sales,2011-07-26 10:13,100,222.831
Sales,2011-07-26 10:16,72,118.8
Sales,2011-07-26 10:20,151,237.55
Sales,2011-07-26 10:27,810,908.46
Sales,2011-07-26 11:00,210,210.0
Sales,2011-07-26 11:05,1323,1152.8
Sales,2011-07-26 11:24,73,137.5
Sales,2011-07-26 11:27,4,20.62
Sales,2011-07-26 11:38,821,877.35
Sales,2011-07-26 11:39,48,24.96
Sales,2011-07-26 12:00,252,396.77
Sales,2011-07-26 12:03,861,1611.1100000000001
Sales,2011-07-26 12:04,22,147.1
Sales,2011-07-26 12:24,163,218.76
Sales,2011-07-26 12:26,166,136.29
Sales,2011-07-26 12:28,1057,1648.73
Sales,2011-07-26 12:36,114,161.9
Sales,2011-07-26 12:57,103,191.89000000000001
Sales,2011-07-26 12:59,56,170.76
Sales,2011-07-26 13:03,426,301.98
Sales,2011-07-26 13:45,468,295.64
Sales,2011-07-26 13:46,770,449.87
Sales,2011-07-26 13:57,48,154.21
Sales,2011-07-26 14:03,309,462.75
Sales,2011-07-26 14:24,95,127.61
Sales,2011-07-26 14:25,142,593.74
Sales,2011-07-26 14:27,48,124.61
Sales,2011-07-26 14:41,206,416.90000000000003
Sales,2011-07-26 14:42,84,208.2
Sales,2011-07-26 14:51,216,968.4
Sales,2011-07-26 14:56,87,231.35
Sales,2011-07-26 15:29,554,566.84
Sales,2011-07-26 15:37,260,375.0
Sales,2011-07-26 15:42,124,218.44
Sales,2011-07-26 15:45,166,310.72
Sales,2011-07-26 15:46,334,1557.36
Sales,2011-07-26 16:00,1,36.5
Sales,2011-07-26 16:21,231,701.3
Sales,2011-07-26 16:22,200,926.1800000000001
Sales,2011-07-26 16:25,282,1083.06
Sales,2011-07-26 16:27,1,13.31
Sales,2011-07-26 16:55,106,134.38
Sales,2011-07-26 17:14,22,110.78
Sales,2011-07-26 17:27,75,199.04
Sales,2011-07-27 08:35,249,445.84999999999997
Sales,2011-07-27 09:01,26,60.7
Sales,2011-07-27 09:13,136,135.35999999999999
Sales,2011-07-27 09:14,12,9.959999999999999
Sales,2011-07-27 09:22,142,196.86
Sales,2011-07-27 09:32,2208,3680.4
Sales,2011-07-27 09:37,128,411.08000000000004
Sales,2011-07-27 09:52,125,239.0
Sales,2011-07-27 09:59,234,410.63
Sales,2011-07-27 10:10,156,309.8
Sales,2011-07-27 10:29,166,358.7
Sales,2011-07-27 10:40,512,794.58
Sales,2011-07-27 10:41,1056,2606.4
Sales,2011-07-27 10:52,502,618.5
Sales,2011-07-27 10:53,543,1049.38
Sales,2011-07-27 11:29,358,360.54
Sales,2011-07-27 11:47,192,353.76
Sales,2011-07-27 11:58,212,267.32
Sales,2011-07-27 12:19,70,313.5
Sales,2011-07-27 12:38,46,260.56
Sales,2011-07-27 12:45,223,259.01
Sales,2011-07-27 12:50,60,160.2
Sales,2011-07-27 12:58,93,151.95
Sales,2011-07-27 13:00,227,440.7
Sales,2011-07-27 13:14,750,865.01
Sales,2011-07-27 13:15,55,104.25
Sales,2011-07-27 13:17,264,544.2
Sales,2011-07-27 13:18,1501,2688.27
Sales,2011-07-27 13:42,142,252.22
Sales,2011-07-27 13:51,182,375.13
Sales,2011-07-27 14:14,581,1044.2
Sales,2011-07-27 14:21,704,1214.81
Sales,2011-07-27 14:23,20,99.0
Sales,2011-07-27 14:28,5,10.850000000000001
Sales,2011-07-27 15:02,215,208.63000000000002
Sales,2011-07-27 15:09,143,223.39
Sales,2011-07-27 15:12,298,1115.78
Sales,2011-07-27 15:14,236,383.66
Sales,2011-07-27 15:16,435,1620.98
Sales,2011-07-27 15:17,356,533.08
Sales,2011-07-27 15:20,270,254.82
Sales,2011-07-27 17:01,89,83.99
Sales,2011-07-27 17:03,32,30.42
Sales,2011-07-27 17:06,17,40.05
Sales,2011-07-27 17:08,3,15.45
Sales,2011-07-28 08:55,259,498.04
Sales,2011-07-28 09:19,122,257.7
Sales,2011-07-28 09:21,216,383.2
Sales,2011-07-28 09:27,319,558.25
Sales,2011-07-28 09:30,480,650.64
Sales,2011-07-28 09:32,186,585.0
Sales,2011-07-28 09:45,532,612.91
Sales,2011-07-28 09:48,108,311.32
Sales,2011-07-28 09:58,175,469.31000000000006
Sales,2011-07-28 10:09,274,532.98
Sales,2011-07-28 10:14,542,305.0
Sales,2011-07-28 10:24,26,109.26
Sales,2011-07-28 10:33,177,385.14
Sales,2011-07-28 10:38,161,307.35
Sales,2011-07-28 10:46,99,141.15
Sales,2011-07-28 11:18,8,73.8
Sales,2011-07-28 11:20,14,39.2
Sales,2011-07-28 11:22,436,897.8
Sales,2011-07-28 11:26,32,126.6
Sales,2011-07-28 11:29,321,455.22
Sales,2011-07-28 11:35,244,340.8
Sales,2011-07-28 12:05,12,15.0
Sales,2011-07-28 12:06,129,306.35
Sales,2011-07-28 12:09,212,380.12
Sales,2011-07-28 12:15,66,513.3
Sales,2011-07-28 12:28,309,325.46999999999997
Sales,2011-07-28 12:29,89,249.38
Sales,2011-07-28 12:50,286,633.07
Sales,2011-07-28 12:57,170,358.64
Sales,2011-07-28 13:02,136,357.7
Sales,2011-07-28 13:05,166,323.38
Sales,2011-07-28 13:28,164,263.32
Sales,2011-07-28 13:54,352,81.6
Sales,2011-07-28 14:03,2147,1424.81
Sales,2011-07-28 14:08,473,707.09
Sales,2011-07-28 14:13,12,1.6800000000000002
Sales,2011-07-28 14:16,5,23.5
Sales,2011-07-28 14:27,363,624.22
Sales,2011-07-28 14:30,323,425.32
Sales,2011-07-28 14:33,2565,10303.95
Sales,2011-07-28 14:34,44,65.4
Sales,2011-07-28 14:35,68,327.32
Sales,2011-07-28 14:36,176,344.4
Sales,2011-07-28 14:45,168,428.4
Sales,2011-07-28 14:54,1440,244.8
Sales,2011-07-28 15:03,170,212.18
Sales,2011-07-28 15:04,422,518.04
Sales,2011-07-28 15:15,264,648.72
Sales,2011-07-28 15:16,2270,4345.1
Sales,2011-07-28 15:19,248,477.6
Sales,2011-07-28 15:20,1764,3301.38
Sales,2011-07-28 15:21,178,196.88
Sales,2011-07-28 15:31,274,444.90000000000003
Sales,2011-07-28 15:36,407,1634.54
Sales,2011-07-28 15:55,818,304.94
Sales,2011-07-28 15:58,255,356.89
Sales,2011-07-28 16:00,1828,6591.6
Sales,2011-07-28 16:03,116,330.6
Sales,2011-07-28 16:04,4,27.8
Sales,2011-07-28 16:06,205,347.35
Sales,2011-07-28 16:11,1180,3453.7200000000003
Sales,2011-07-28 16:21,114,199.08
Sales,2011-07-28 16:28,296,192.34
Sales,2011-07-28 16:53,264,569.04
Sales,2011-07-28 17:00,166,436.83
Sales,2011-07-28 17:09,664,811.9
Sales,2011-07-28 17:15,111,142.05
Sales,2011-07-28 17:17,2064,1746.72
Sales,2011-07-28 17:18,576,587.52
Sales,2011-07-28 17:33,48,119.64
Sales,2011-07-28 17:53,52,106.8
Sales,2011-07-28 18:23,60,112.56
