InvoiceNo;StockCode;Description;Quantity_returned;InvoiceDate;UnitPrice;CustomerID;Country;Category;Return Rate;Quantity_sold
C557413;23176;ABC TREASURE BOOK BOX ;-1;06/20/2011 11:39;2.25;14701.0;United Kingdom;Stationary;-0.0471253534401508;2122
C557413;23193;BUFFALO BILL TREASURE BOOK BOX;-1;06/20/2011 11:39;2.25;14701.0;United Kingdom;Stationary;-0.052356020942408384;1910
C557463;22606;WOODEN SKITTLES GARDEN SET;-4;06/20/2011 13:03;3.25;14584.0;United Kingdom;Home Goods;-1.3157894736842104;304
C557465;22057;CERAMIC PLATE STRAWBERRY DESIGN;-3;06/20/2011 13:07;1.49;14796.0;United Kingdom;Home Goods;-0.5597014925373134;536
C557467;23239;SET OF 4 KNICK KNACK TINS POPPIES;-1;06/20/2011 13:13;4.15;17157.0;United Kingdom;Kitchen Appliances, Home Goods;-0.12121212121212122;825
C557467;23237;SET OF 4 KNICK KNACK TINS LEAVES ;-2;06/20/2011 13:13;4.15;17157.0;United Kingdom;Kitchen Appliances, Home Goods;-0.6600660066006601;303
C557475;84660A;WHITE STITCHED WALL CLOCK;-1;06/20/2011 13:33;3.75;13517.0;United Kingdom;Color, Home Goods;-0.1183431952662722;845
C557478;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-3;06/20/2011 13:52;4.25;13408.0;United Kingdom;Kitchen Appliances, Home Goods;-0.04089422028353326;7336
C557479;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-2;06/20/2011 13:56;4.25;16700.0;United Kingdom;Kitchen Appliances, Home Goods;-0.02726281352235551;7336
C557487;21877;HOME SWEET HOME MUG;-19;06/20/2011 14:44;1.25;14796.0;United Kingdom;Kitchen Appliances, Home Goods;-0.4351809436555199;4366
C557505;22960;JAM MAKING SET WITH JARS;-5;06/20/2011 16:05;3.75;17490.0;United Kingdom;Home Goods;-0.05903187721369539;8470
C557508;23167;SMALL CERAMIC TOP STORAGE JAR ;-480;06/20/2011 16:13;0.69;16684.0;United Kingdom;Size;-9.019165727170236;5322
C557508;23166;MEDIUM CERAMIC TOP STORAGE JAR;-240;06/20/2011 16:13;1.04;16684.0;United Kingdom;Size;-6.781576716586607;3539
C557512;22922;FRIDGE MAGNETS US DINER ASSORTED;-24;06/20/2011 16:52;0.85;15700.0;United Kingdom;Gifts Jewelry;-1.7738359201773837;1353
C557512;21428;SET3 BOOK BOX GREEN GINGHAM FLOWER ;-2;06/20/2011 16:52;4.25;15700.0;United Kingdom;Color, Accessories, Home Goods, Stationary;-0.17050298380221654;1173
C557512;21390;FILIGRIS HEART WITH BUTTERFLY;-3;06/20/2011 16:52;1.25;15700.0;United Kingdom;Home Goods;-0.07686395080707148;3903
C557515;72802B;OCEAN SCENT CANDLE IN JEWELLED BOX;-1;06/20/2011 17:05;4.25;17463.0;United Kingdom;Home Goods;-0.17421602787456447;574
C557515;22470;HEART OF WICKER LARGE;-2;06/20/2011 17:05;2.95;17463.0;United Kingdom;Size, Home Goods;-0.02033760423022168;9834
C557515;23322;LARGE WHITE HEART OF WICKER;-1;06/20/2011 17:05;2.95;17463.0;United Kingdom;Size, Color, Home Goods;-0.03309066843150232;3022
C557515;21429;RED GINGHAM ROSE JEWELLERY BOX;-1;06/20/2011 17:05;1.95;17463.0;United Kingdom;Color, Gifts Jewelry;-0.05875440658049354;1702
C557516;22171;3 HOOK PHOTO SHELF ANTIQUE WHITE;-1;06/20/2011 17:07;8.5;17651.0;United Kingdom;Color, Home Goods;-0.05885815185403178;1699
C557516;23146;TRIPLE HOOK ANTIQUE IVORY ROSE;-2;06/20/2011 17:07;3.29;17651.0;United Kingdom;Accessories, Home Goods, Gifts Jewelry;-0.2663115845539281;751
C557519;22784;LANTERN CREAM GAZEBO ;-1;06/20/2011 17:15;4.95;16739.0;United Kingdom;Kitchen Appliances;-0.08064516129032258;1240
C557519;21535;RED RETROSPOT SMALL MILK JUG;-1;06/20/2011 17:15;2.55;16739.0;United Kingdom;Size, Kitchen Appliances, Color, Home Goods;-0.04056795131845842;2465
C557519;21844;RED RETROSPOT MUG;-1;06/20/2011 17:15;2.95;16739.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.05470459518599562;1828
C557520;22784;LANTERN CREAM GAZEBO ;-1;06/20/2011 17:18;4.95;15291.0;United Kingdom;Kitchen Appliances;-0.08064516129032258;1240
C557520;21668;RED STRIPE CERAMIC DRAWER KNOB;-3;06/20/2011 17:18;1.25;15291.0;United Kingdom;Color, Home Goods;-0.055106539309331376;5444
C557521;84422;PINK/BLUE DISC/MIRROR STRING;-48;06/20/2011 17:20;0.39;13694.0;United Kingdom;Color, Home Goods, Accessories;-9.266409266409266;518
C557522;23240;SET OF 4 KNICK KNACK TINS DOILEY ;-2;06/20/2011 17:23;4.15;17193.0;United Kingdom;Kitchen Appliances, Home Goods;-0.11129660545353368;1797
C557566;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-1;06/21/2011 10:39;0.85;15998.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.009565716472163765;10454
C557566;22103;MIRROR MOSAIC T-LIGHT HOLDER ROUND;-2;06/21/2011 10:39;1.65;15998.0;United Kingdom;Kitchen Appliances, Home Goods;-0.2570694087403599;778
C557566;22465;HANGING METAL STAR LANTERN;-1;06/21/2011 10:39;1.65;15998.0;United Kingdom;Home Goods;-0.04918839153959665;2033
C557624;17003;BROCADE RING PURSE ;-1;06/21/2011 14:22;57.6;16422.0;United Kingdom;Accessories;-0.004337830217325294;23053
C557629;23242;TREASURE TIN BUFFALO BILL ;-6;06/21/2011 14:52;2.08;14776.0;United Kingdom;Kitchen Appliances, Home Goods;-0.4140786749482402;1449
C557637;84946;ANTIQUE SILVER T-LIGHT GLASS;-1;06/21/2011 16:00;1.25;13630.0;United Kingdom;Home Goods, Accessories;-0.006957973838018369;14372
C557637;22778;GLASS CLOCHE SMALL;-1;06/21/2011 16:00;3.95;13630.0;United Kingdom;Size, Home Goods;-0.13477088948787064;742
C557637;22178;VICTORIAN GLASS HANGING T-LIGHT;-2;06/21/2011 16:00;1.25;13630.0;United Kingdom;Home Goods;-0.008384338056510439;23854
C557646;22988;SOLDIERS EGG CUP ;-13;06/21/2011 17:11;1.06;17306.0;United Kingdom;Kitchen Appliances;-0.14404432132963987;9025
C557647;23286;BLUE VINTAGE SPOT BEAKER;-1;06/21/2011 17:13;0.85;17139.0;United Kingdom;Color, Home Goods, Stationary;-0.020004000800160033;4999
C557647;22423;REGENCY CAKESTAND 3 TIER;-1;06/21/2011 17:13;12.75;17139.0;United Kingdom;Kitchen Appliances;-0.007672830507174097;13033
C557648;22197;POPCORN HOLDER;-3;06/21/2011 17:14;0.72;17677.0;United Kingdom;Kitchen Appliances, Home Goods;-0.008256729234325976;36334
C557649;21735;TWO DOOR CURIO CABINET;-1;06/21/2011 17:15;12.75;15498.0;United Kingdom;Home Goods;-0.5586592178770949;179
C557650;22844;VINTAGE CREAM DOG FOOD CONTAINER;-1;06/21/2011 17:17;8.5;15152.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.10224948875255625;978
C557650;22839;3 TIER CAKE TIN GREEN AND CREAM;-2;06/21/2011 17:17;14.95;15152.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.4618937644341801;433
C557651;23092;LARGE ANTIQUE WHITE PHOTO FRAME;-1;06/21/2011 17:20;7.9;17428.0;United Kingdom;Size, Color;-0.1941747572815534;515
C557651;23175;REGENCY MILK JUG PINK ;-2;06/21/2011 17:20;2.75;17428.0;United Kingdom;Color;-0.06485084306095978;3084
C557651;23173;REGENCY TEAPOT ROSES ;-2;06/21/2011 17:20;8.15;17428.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.07358351729212656;2718
C557652;84944;SET OF 6 KASHMIR FOLKART BAUBLES;-10;06/21/2011 17:21;1.65;16145.0;United Kingdom;Home Goods;-1.5313935681470139;653
C557653;85099F;JUMBO BAG STRAWBERRY;-1;06/21/2011 17:25;2.08;14040.0;United Kingdom;Accessories;-0.005857544517338332;17072
C557653;20725;LUNCH BAG RED RETROSPOT;-1;06/21/2011 17:25;1.65;14040.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.00532509718302359;18779
C557653;84946;ANTIQUE SILVER T-LIGHT GLASS;-4;06/21/2011 17:25;1.25;14040.0;United Kingdom;Home Goods, Accessories;-0.027831895352073477;14372
C557653;22423;REGENCY CAKESTAND 3 TIER;-4;06/21/2011 17:25;10.95;14040.0;United Kingdom;Kitchen Appliances;-0.03069132202869639;13033
C557654;23243;SET OF TEA COFFEE SUGAR TINS PANTRY;-1;06/21/2011 17:34;4.95;14243.0;United Kingdom;Kitchen Appliances, Home Goods;-0.021331058020477817;4688
C557654;23236;DOILEY STORAGE TIN;-1;06/21/2011 17:34;2.89;14243.0;United Kingdom;Kitchen Appliances, Home Goods;-0.09182736455463728;1089
C557654;23240;SET OF 4 KNICK KNACK TINS DOILEY ;-2;06/21/2011 17:34;4.15;14243.0;United Kingdom;Kitchen Appliances, Home Goods;-0.11129660545353368;1797
C557655;21533;RETROSPOT LARGE MILK JUG;-1;06/21/2011 17:36;4.25;15125.0;United Kingdom;Size, Kitchen Appliances, Home Goods;-0.07524454477050413;1329
C557657;22776;SWEETHEART CAKESTAND 3 TIER;-2;06/21/2011 17:40;8.5;13763.0;United Kingdom;Kitchen Appliances, Home Goods;-0.22471910112359553;890
C557658;84946;ANTIQUE SILVER T-LIGHT GLASS;-1;06/21/2011 17:41;1.25;13630.0;United Kingdom;Home Goods, Accessories;-0.006957973838018369;14372
C557658;22778;GLASS CLOCHE SMALL;-1;06/21/2011 17:41;3.95;13630.0;United Kingdom;Size, Home Goods;-0.13477088948787064;742
C557658;22178;VICTORIAN GLASS HANGING T-LIGHT;-2;06/21/2011 17:41;1.25;13630.0;United Kingdom;Home Goods;-0.008384338056510439;23854
C557659;20971;PINK BLUE FELT CRAFT TRINKET BOX;-12;06/21/2011 17:42;1.25;16186.0;United Kingdom;Color, Stationary;-0.1431297709923664;8384
C557660;85053;FRENCH ENAMEL CANDLEHOLDER;-4;06/21/2011 17:43;2.1;13999.0;United Kingdom;Kitchen Appliances, Home Goods;-0.23909145248057379;1673
C557661;90174;BUTTERFLY HAIR BAND;-6;06/21/2011 17:44;2.55;13936.0;United Kingdom;Home Goods;-23.076923076923077;26
C557663;85172;HYACINTH BULB T-LIGHT CANDLES;-1;06/21/2011 17:59;0.42;;EIRE;Home Goods;-0.07905138339920949;1265
C557663;85169C;EAU DE NIL LOVE BIRD CANDLE;-12;06/21/2011 17:59;1.25;;EIRE;Home Goods;-2.877697841726619;417
C557663;85169A;IVORY LOVE BIRD CANDLE;-12;06/21/2011 17:59;1.25;;EIRE;Home Goods, Accessories;-1.5;800
C557663;84879;ASSORTED COLOUR BIRD ORNAMENT;-24;06/21/2011 17:59;1.69;;EIRE;Home Goods, Gifts Jewelry;-0.06596850004123031;36381
C557663;84809A;WHITE CHRYSANTHEMUMS ART FLOWER;-2;06/21/2011 17:59;2.1;;EIRE;Color, Home Goods, Accessories;-3.7735849056603774;53
C557663;84803B;WHITE ALLIUM  ARTIFICIAL FLOWER;-3;06/21/2011 17:59;1.69;;EIRE;Color, Home Goods, Accessories;-21.428571428571427;14
C557663;84798B;PURPLE FOXGLOVE ARTIIFCIAL FLOWER;-4;06/21/2011 17:59;2.55;;EIRE;Color, Home Goods, Accessories;-57.14285714285714;7
C557663;84692;BOX OF 24 COCKTAIL PARASOLS;-25;06/21/2011 17:59;0.42;;EIRE;Other;-0.31709791983764585;7884
C557663;84380;SET OF 3 BUTTERFLY COOKIE CUTTERS;-12;06/21/2011 17:59;1.25;;EIRE;Home Goods;-0.20942408376963353;5730
C557663;22983;CARD BILLBOARD FONT;-48;06/21/2011 17:59;0.42;;EIRE;Stationary;-0.9373169302870533;5121
C557663;22965;3 TRADITIONAl BISCUIT CUTTERS  SET;-12;06/21/2011 17:59;2.1;;EIRE;Home Goods;-1.0230179028132993;1173
C557663;22730;ALARM CLOCK BAKELIKE IVORY;-9;06/21/2011 17:59;3.75;;EIRE;Accessories;-0.31690140845070425;2840
C557663;22726;ALARM CLOCK BAKELIKE GREEN;-9;06/21/2011 17:59;3.75;;EIRE;Color;-0.14088916718847838;6388
C557663;22630;DOLLY GIRL LUNCH BOX;-9;06/21/2011 17:59;1.95;;EIRE;Toys;-0.07813856572321584;11518
C557663;22567;20 DOLLY PEGS RETROSPOT;-9;06/21/2011 17:59;1.25;;EIRE;Kitchen Appliances, Toys, Home Goods;-0.36824877250409166;2444
C557663;22503;CABIN BAG VINTAGE PAISLEY;-6;06/21/2011 17:59;24.95;;EIRE;Accessories, Home Goods, Stationary;-7.5;80
C557663;22411;JUMBO SHOPPER VINTAGE RED PAISLEY;-12;06/21/2011 17:59;1.95;;EIRE;Color, Home Goods, Stationary;-0.09797517962116264;12248
C557663;22312;OFFICE MUG WARMER POLKADOT;-24;06/21/2011 17:59;2.95;;EIRE;Kitchen Appliances, Home Goods;-3.8523274478330656;623
C557663;22083;PAPER CHAIN KIT RETROSPOT;-9;06/21/2011 17:59;2.95;;EIRE;Kitchen Appliances, Home Goods, Stationary;-0.1955671447196871;4602
C557663;21984;PACK OF 12 PINK PAISLEY TISSUES ;-36;06/21/2011 17:59;0.29;;EIRE;Color, Home Goods, Stationary;-1.054790506885438;3413
C557663;21980;PACK OF 12 RED RETROSPOT TISSUES ;-36;06/21/2011 17:59;0.29;;EIRE;Kitchen Appliances, Color, Home Goods, Stationary;-0.5491990846681922;6555
C557663;21933;PINK VINTAGE PAISLEY PICNIC BAG;-10;06/21/2011 17:59;2.95;;EIRE;Color, Accessories, Home Goods, Stationary;-0.3755163349605708;2663
C557663;21832;CHOCOLATE CALCULATOR;-25;06/21/2011 17:59;1.65;;EIRE;Color;-2.6737967914438503;935
C557663;21792;CLASSIC FRENCH STYLE BASKET GREEN ;-8;06/21/2011 17:59;6.75;;EIRE;Kitchen Appliances, Color, Home Goods;-2.3880597014925375;335
C557663;21754;HOME BUILDING BLOCK WORD;-9;06/21/2011 17:59;5.95;;EIRE;Home Goods;-0.32608695652173914;2760
C557663;21340;CLASSIC METAL BIRDCAGE PLANT HOLDER;-4;06/21/2011 17:59;12.75;;EIRE;Kitchen Appliances, Home Goods;-0.42105263157894735;950
C557663;21259;VICTORIAN SEWING BOX SMALL ;-4;06/21/2011 17:59;5.95;;EIRE;Size;-0.3424657534246575;1168
C557663;21212;PACK OF 72 RETROSPOT CAKE CASES;-24;06/21/2011 17:59;0.55;;EIRE;Kitchen Appliances, Home Goods, Stationary;-0.06659452260051611;36039
C557663;21212;PACK OF 72 RETROSPOT CAKE CASES;-48;06/21/2011 17:59;0.55;;EIRE;Kitchen Appliances, Home Goods, Stationary;-0.13318904520103222;36039
C557663;21121;SET/10 RED POLKADOT PARTY CANDLES;-24;06/21/2011 17:59;1.25;;EIRE;Color, Home Goods;-0.36708473539308656;6538
C557663;21121;SET/10 RED POLKADOT PARTY CANDLES;-24;06/21/2011 17:59;1.25;;EIRE;Color, Home Goods;-0.36708473539308656;6538
C557663;20725;LUNCH BAG RED RETROSPOT;-12;06/21/2011 17:59;1.65;;EIRE;Kitchen Appliances, Color, Home Goods, Accessories;-0.06390116619628308;18779
C557663;20718;RED RETROSPOT SHOPPER BAG;-11;06/21/2011 17:59;1.25;;EIRE;Kitchen Appliances, Color, Home Goods, Accessories;-0.23201856148491878;4741
C557663;20717;STRAWBERRY SHOPPER BAG;-12;06/21/2011 17:59;1.25;;EIRE;Accessories;-0.4232804232804233;2835
C557663;20658;RED RETROSPOT LUGGAGE TAG;-12;06/21/2011 17:59;1.25;;EIRE;Accessories, Kitchen Appliances, Color, Stationary, Home Goods;-2.843601895734597;422
C557663;15056N;EDWARDIAN PARASOL NATURAL;-12;06/21/2011 17:59;5.95;;EIRE;Other;-0.2982107355864811;4024
C557663;47566;PARTY BUNTING;-9;06/21/2011 17:59;4.95;;EIRE;Kitchen Appliances, Home Goods;-0.04993896348906891;18022
C557664;22847;BREAD BIN DINER STYLE IVORY;-1;06/21/2011 18:00;14.95;;EIRE;Accessories;-0.11614401858304298;861
C557664;23183;MOTHER'S KITCHEN SPOON REST ;-1;06/21/2011 18:00;3.75;;EIRE;Kitchen Appliances, Home Goods;-0.45871559633027525;218
C557665;23237;SET OF 4 KNICK KNACK TINS LEAVES ;-1;06/21/2011 18:02;4.15;13384.0;United Kingdom;Kitchen Appliances, Home Goods;-0.33003300330033003;303
C557665;22843;BISCUIT TIN VINTAGE GREEN;-1;06/21/2011 18:02;6.75;13384.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Stationary;-0.2257336343115124;443
C557666;22846;BREAD BIN DINER STYLE RED ;-1;06/21/2011 18:03;16.95;12947.0;United Kingdom;Color;-0.1564945226917058;639
C557709;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-2;06/22/2011 10:39;4.95;15840.0;United Kingdom;Kitchen Appliances, Home Goods;-0.02726281352235551;7336
C557773;22854;CREAM SWEETHEART EGG HOLDER;-1;06/22/2011 14:55;4.95;15059.0;United Kingdom;Kitchen Appliances, Home Goods;-0.13089005235602094;764
C557779;23168;CLASSIC CAFE SUGAR DISPENSER;-4;06/22/2011 15:12;1.25;13004.0;United Kingdom;Home Goods;-0.13236267372600927;3022
C557791;23181;BULL DOG BOTTLE TOP WALL CLOCK;-1;06/22/2011 16:36;8.25;14099.0;United Kingdom;Home Goods;-0.5076142131979695;197
C557791;22483;RED GINGHAM TEDDY BEAR ;-1;06/22/2011 16:36;2.95;14099.0;United Kingdom;Color;-0.129366106080207;773
C557842;20727;LUNCH BAG  BLACK SKULL.;-1;06/23/2011 10:42;1.65;14159.0;United Kingdom;Color, Accessories;-0.008256274768824307;12112
C557842;22664;TOY TIDY DOLLY GIRL DESIGN;-1;06/23/2011 10:42;2.1;14159.0;United Kingdom;Toys, Home Goods;-0.14265335235378032;701
C557842;22891;TEA FOR ONE POLKADOT;-1;06/23/2011 10:42;4.25;14159.0;United Kingdom;Kitchen Appliances, Home Goods;-0.25380710659898476;394
C557842;37327;ASSTD MULTICOLOUR CIRCLES MUG;-4;06/23/2011 10:42;0.39;14159.0;United Kingdom;Kitchen Appliances, Home Goods;-0.25380710659898476;1576
C557874;22961;JAM MAKING SET PRINTED;-1;06/23/2011 13:05;1.45;14911.0;EIRE;Home Goods;-0.006218518748834027;16081
C557876;23245;SET OF 3 REGENCY CAKE TINS;-1;06/23/2011 13:10;4.95;18223.0;United Kingdom;Kitchen Appliances, Home Goods;-0.015956598053295037;6267
C557876;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-2;06/23/2011 13:10;4.95;18223.0;United Kingdom;Kitchen Appliances, Home Goods;-0.02726281352235551;7336
C557879;22960;JAM MAKING SET WITH JARS;-1;06/23/2011 13:15;4.25;14911.0;EIRE;Home Goods;-0.011806375442739079;8470
C557882;71459;HANGING JAM JAR T-LIGHT HOLDER;-72;06/23/2011 13:23;0.85;15061.0;United Kingdom;Kitchen Appliances, Home Goods;-0.6750421901368836;10666
C557883;90200B;BLACK SWEETHEART BRACELET;-1;06/23/2011 13:30;4.25;17611.0;United Kingdom;Color, Home Goods, Accessories;-1.0869565217391304;92
C557883;79191C;RETRO PLASTIC ELEPHANT TRAY;-1;06/23/2011 13:30;0.85;17611.0;United Kingdom;Kitchen Appliances;-0.10559662090813093;947
C557890;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;-3;06/23/2011 13:54;2.95;17204.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.05019240421616195;5977
C557895;22656;VINTAGE BLUE KITCHEN CABINET;-1;06/23/2011 14:20;125.0;15834.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Stationary;-5.0;20
C557941;22659;LUNCH BOX I LOVE LONDON;-164;06/23/2011 16:00;1.65;12901.0;United Kingdom;Other;-1.4641549861619498;11201
C557941;22900;SET 2 TEA TOWELS I LOVE LONDON ;-160;06/23/2011 16:00;2.32;12901.0;United Kingdom;Kitchen Appliances, Home Goods;-8.324661810613945;1922
C557943;23146;TRIPLE HOOK ANTIQUE IVORY ROSE;-3;06/23/2011 16:09;3.29;14217.0;United Kingdom;Accessories, Home Goods, Gifts Jewelry;-0.3994673768308922;751
C557944;23169;CLASSIC GLASS COOKIE JAR;-1;06/23/2011 16:10;4.15;15669.0;United Kingdom;Home Goods;-0.07396449704142012;1352
C557944;22460;EMBOSSED GLASS TEALIGHT HOLDER;-2;06/23/2011 16:10;1.25;15669.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.07874015748031496;2540
C557945;85099C;JUMBO  BAG BAROQUE BLACK WHITE;-1;06/23/2011 16:11;2.08;18223.0;United Kingdom;Color, Accessories;-0.007330840847445202;13641
C557946;22467;GUMBALL COAT RACK;-4;06/23/2011 16:13;2.55;17340.0;United Kingdom;Sports Equipment;-0.05118362124120282;7815
C557946;84949;SILVER HANGING T-LIGHT HOLDER;-9;06/23/2011 16:13;1.65;17340.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.1983252534156016;4538
C557947;22423;REGENCY CAKESTAND 3 TIER;-4;06/23/2011 16:15;10.95;13089.0;United Kingdom;Kitchen Appliances;-0.03069132202869639;13033
C557965;20682;RED RETROSPOT CHILDRENS UMBRELLA;-1;06/24/2011 09:32;3.25;13115.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.0816326530612245;1225
C557971;37449;CERAMIC CAKE STAND + HANGING CAKES;-1;06/24/2011 10:15;9.95;18118.0;United Kingdom;Kitchen Appliances, Home Goods;-0.19455252918287938;514
C558029;22384;LUNCH BAG PINK POLKADOT;-2;06/24/2011 11:47;1.65;12826.0;United Kingdom;Color, Home Goods, Accessories;-0.01929943066679533;10363
C558029;20726;LUNCH BAG WOODLAND;-1;06/24/2011 11:47;1.65;12826.0;United Kingdom;Accessories;-0.010150223304912708;9852
C558029;20727;LUNCH BAG  BLACK SKULL.;-1;06/24/2011 11:47;1.65;12826.0;United Kingdom;Color, Accessories;-0.008256274768824307;12112
C558059;23243;SET OF TEA COFFEE SUGAR TINS PANTRY;-1;06/24/2011 15:03;4.95;14194.0;United Kingdom;Kitchen Appliances, Home Goods;-0.021331058020477817;4688
C558060;22988;SOLDIERS EGG CUP ;-1;06/24/2011 15:05;1.06;17809.0;United Kingdom;Kitchen Appliances;-0.0110803324099723;9025
C558061;23245;SET OF 3 REGENCY CAKE TINS;-1;06/24/2011 15:15;4.95;12809.0;Portugal;Kitchen Appliances, Home Goods;-0.015956598053295037;6267
C558080;22847;BREAD BIN DINER STYLE IVORY;-1;06/26/2011 11:35;16.95;15104.0;United Kingdom;Accessories;-0.11614401858304298;861
C558080;22840;ROUND CAKE TIN VINTAGE RED;-1;06/26/2011 11:35;7.95;15104.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Stationary;-0.11160714285714285;896
C558081;22838;3 TIER CAKE TIN RED AND CREAM;-3;06/26/2011 11:42;14.95;18172.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.53475935828877;561
C558082;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-2;06/26/2011 11:43;0.85;16239.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.01913143294432753;10454
C558088;22767;TRIPLE PHOTO FRAME CORNICE ;-10;06/26/2011 12:08;9.95;14475.0;United Kingdom;Other;-1.3531799729364005;739
C558091;22929;SCHOOL DESK AND CHAIR ;-1;06/26/2011 12:52;65.0;14808.0;United Kingdom;Home Goods;-6.25;16
C558095;23210;WHITE ROCKING HORSE HAND PAINTED;-144;06/26/2011 13:13;1.04;15046.0;United Kingdom;Color;-5.329385640266469;2702
C558097;22167; OVAL WALL MIRROR DIAMANTE ;-2;06/26/2011 13:29;9.95;15532.0;United Kingdom;Home Goods;-0.8583690987124464;233
C558097;22796;PHOTO FRAME 3 CLASSIC HANGING;-1;06/26/2011 13:29;9.95;15532.0;United Kingdom;Home Goods;-0.1890359168241966;529
C558097;85040A;S/4 PINK FLOWER CANDLES IN BOWL;-1;06/26/2011 13:29;1.65;15532.0;United Kingdom;Color, Home Goods, Accessories;-0.11049723756906078;905
C558097;22167; OVAL WALL MIRROR DIAMANTE ;-1;06/26/2011 13:29;9.95;15532.0;United Kingdom;Home Goods;-0.4291845493562232;233
C558097;22891;TEA FOR ONE POLKADOT;-1;06/26/2011 13:29;4.25;15532.0;United Kingdom;Kitchen Appliances, Home Goods;-0.25380710659898476;394
C558097;82483;WOOD 2 DRAWER CABINET WHITE FINISH;-2;06/26/2011 13:29;6.95;15532.0;United Kingdom;Color, Home Goods;-0.09103322712790168;2197
C558106;21669;BLUE STRIPE CERAMIC DRAWER KNOB;-1;06/26/2011 14:59;1.25;13668.0;United Kingdom;Color, Home Goods;-0.01921229586935639;5205
C558106;22427;ENAMEL FLOWER JUG CREAM;-1;06/26/2011 14:59;5.95;13668.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.048285852245292124;2071
C558106;21467;CHERRY CROCHET FOOD COVER;-1;06/26/2011 14:59;3.75;13668.0;United Kingdom;Home Goods;-0.38167938931297707;262
C558110;47599A;PINK PARTY BAGS;-6;06/26/2011 15:47;2.1;17731.0;United Kingdom;Color, Home Goods, Accessories;-0.24489795918367346;2450
C558110;47566;PARTY BUNTING;-8;06/26/2011 15:47;4.95;17731.0;United Kingdom;Kitchen Appliances, Home Goods;-0.04439018976806126;18022
C558110;23108;SET OF 10 LED DOLLY LIGHTS;-2;06/26/2011 15:47;6.25;17731.0;United Kingdom;Toys, Home Goods;-0.09272137227630968;2157
C558110;23084;RABBIT NIGHT LIGHT;-12;06/26/2011 15:47;2.08;17731.0;United Kingdom;Home Goods;-0.03911342894393742;30680
C558110;23079;TOADSTOOL BEDSIDE LIGHT ;-2;06/26/2011 15:47;8.95;17731.0;United Kingdom;Home Goods;-0.8438818565400843;237
C558110;23010;CIRCUS PARADE BABY GIFT SET;-2;06/26/2011 15:47;16.95;17731.0;United Kingdom;Home Goods;-0.6389776357827476;313
C558110;23008;DOLLY GIRL BABY GIFT SET;-2;06/26/2011 15:47;16.95;17731.0;United Kingdom;Toys, Home Goods;-0.46728971962616817;428
C558110;22969;HOMEMADE JAM SCENTED CANDLES;-12;06/26/2011 15:47;1.45;17731.0;United Kingdom;Home Goods;-0.09683666881859264;12392
C558110;22951;60 CAKE CASES DOLLY GIRL DESIGN;-24;06/26/2011 15:47;0.55;17731.0;United Kingdom;Kitchen Appliances, Toys, Home Goods;-0.32441200324412006;7398
C558110;22768;FAMILY PHOTO FRAME CORNICE;-2;06/26/2011 15:47;9.95;17731.0;United Kingdom;Other;-0.2403846153846154;832
C558110;22767;TRIPLE PHOTO FRAME CORNICE ;-2;06/26/2011 15:47;9.95;17731.0;United Kingdom;Other;-0.2706359945872801;739
C558110;22427;ENAMEL FLOWER JUG CREAM;-3;06/26/2011 15:47;5.95;17731.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.14485755673587639;2071
C558110;22169;FAMILY ALBUM WHITE PICTURE FRAME;-2;06/26/2011 15:47;8.5;17731.0;United Kingdom;Color;-0.17152658662092624;1166
C558110;22128;PARTY CONES CANDY ASSORTED;-12;06/26/2011 15:47;1.25;17731.0;United Kingdom;Home Goods, Gifts Jewelry;-0.7033997655334115;1706
C558110;84507C;BLUE CIRCLES DESIGN MONKEY DOLL;-6;06/26/2011 15:47;2.55;17731.0;United Kingdom;Color, Toys, Home Goods, Accessories;-10.16949152542373;59
C558110;22423;REGENCY CAKESTAND 3 TIER;-4;06/26/2011 15:47;12.75;17731.0;United Kingdom;Kitchen Appliances;-0.03069132202869639;13033
